client_name,client_rut,period,total_reports,used_parts_count,matched_used_parts_count,placeholder_used_parts_count,unmatched_used_parts_count,ambiguous_used_parts_count
RADIO NUCLEAR,79.560.900-8,2021-05,1,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2021-08,2,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2021-09,2,1,0,1,0,0
RADIO NUCLEAR,79.560.900-8,2021-10,1,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2021-11,8,1,0,1,0,0
RADIO NUCLEAR,79.560.900-8,2021-12,2,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2022-01,2,1,0,1,0,0
RADIO NUCLEAR,79.560.900-8,2022-02,3,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2022-03,4,3,1,1,1,0
RADIO NUCLEAR,79.560.900-8,2022-04,5,2,2,0,0,0
RADIO NUCLEAR,79.560.900-8,2022-05,3,2,0,2,0,0
RADIO NUCLEAR,79.560.900-8,2022-06,2,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2022-07,2,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2022-12,1,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2023-01,1,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2024-03,1,0,0,0,0,0
RADIO NUCLEAR,79.560.900-8,2026-05,1,0,0,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2023-05,1,1,0,1,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2023-06,2,1,0,1,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2023-11,2,2,0,2,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2024-06,2,1,0,1,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2024-10,2,2,0,2,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2024-11,5,4,1,3,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2024-12,3,2,1,1,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2025-01,1,1,1,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2025-02,3,3,1,1,0,1
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2025-03,2,2,2,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2025-04,5,3,0,2,1,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2025-05,4,1,1,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2025-06,2,1,1,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2025-07,6,4,4,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2025-08,6,3,3,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2025-09,4,3,3,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2025-10,1,1,0,0,0,1
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2025-11,2,1,1,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2025-12,2,1,1,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2026-01,1,1,0,0,1,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2026-02,3,1,1,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2026-03,2,0,0,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2026-04,3,0,0,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2026-05,3,2,1,0,0,1
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2026-06,8,4,4,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2026-07,2,0,0,0,0,0
RADIO ONCOLOGÍA DEL SUR,76.746.730-3,2026-08,1,0,0,0,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2018-11,1,1,1,0,0,0
SERVICIO DE SALUD DE MAGALLANES,,2018-12,4,3,0,3,0,0
SERVICIO DE SALUD DE MAGALLANES,,2019-01,3,3,1,0,2,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2019-02,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,,2019-03,5,4,0,4,0,0
SERVICIO DE SALUD DE MAGALLANES,,2019-04,3,3,0,3,0,0
SERVICIO DE SALUD DE MAGALLANES,,2019-05,2,2,0,2,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2019-06,4,6,4,1,1,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2019-07,2,3,1,1,1,0
SERVICIO DE SALUD DE MAGALLANES,,2019-09,1,1,0,0,1,0
SERVICIO DE SALUD DE MAGALLANES,,2019-10,2,8,6,0,1,1
SERVICIO DE SALUD DE MAGALLANES,,2019-11,2,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,,2019-12,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2020-03,2,2,0,2,0,0
SERVICIO DE SALUD DE MAGALLANES,,2020-05,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,,2020-06,3,3,1,2,0,0
SERVICIO DE SALUD DE MAGALLANES,,2020-07,4,4,0,4,0,0
SERVICIO DE SALUD DE MAGALLANES,,2020-08,2,2,0,1,1,0
SERVICIO DE SALUD DE MAGALLANES,,2020-09,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,,2020-10,4,4,0,3,1,0
SERVICIO DE SALUD DE MAGALLANES,,2020-11,2,2,0,2,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2021-01,2,2,0,2,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2021-02,2,2,0,0,2,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2021-04,1,1,0,0,1,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2021-05,2,2,0,0,2,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2021-06,3,3,0,3,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2021-07,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2021-09,2,2,0,1,0,1
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2021-10,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2021-11,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2022-01,1,1,0,0,0,1
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2022-02,2,2,1,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2022-03,1,1,1,0,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2022-05,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2022-07,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2022-08,2,1,0,0,1,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2022-11,2,2,0,2,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2022-12,1,1,0,0,1,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2023-02,3,1,0,0,1,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2023-03,2,2,1,0,0,1
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2023-04,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2023-05,2,2,0,2,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2023-06,1,0,0,0,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2023-07,3,3,0,3,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2023-08,3,3,0,3,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2023-11,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2024-06,2,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2024-07,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2024-08,3,2,0,2,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2024-09,3,3,0,2,1,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2024-11,3,2,0,2,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2024-12,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2025-02,2,2,0,2,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2025-03,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2025-04,1,4,4,0,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2025-05,3,2,0,2,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2025-06,1,0,0,0,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2025-07,4,1,0,0,1,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2025-08,4,3,0,2,1,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2025-09,4,4,1,1,2,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2025-10,5,7,4,2,1,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2025-11,2,1,1,0,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2025-12,2,0,0,0,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2026-01,1,0,0,0,0,0
SERVICIO DE SALUD DE MAGALLANES,,2026-02,3,0,0,0,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2026-03,9,6,0,4,2,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2026-04,3,3,0,3,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2026-05,1,1,0,1,0,0
SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,2026-06,2,1,0,1,0,0
Tecnoimagen S.A.,96.843.010-6,2025-11,1,1,0,1,0,0
Test,,2018-08,1,1,0,1,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2018-10,1,1,0,1,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2018-11,2,2,0,0,2,0
TORRE MÉDICA - RANCAGUA,,2019-01,1,1,0,1,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2019-02,4,4,2,2,0,0
TORRE MÉDICA - RANCAGUA,,2019-06,1,1,0,1,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2019-07,1,1,0,1,0,0
TORRE MÉDICA - RANCAGUA,,2019-08,4,4,1,3,0,0
TORRE MÉDICA - RANCAGUA,,2019-10,1,1,0,1,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2019-11,2,2,0,1,1,0
TORRE MÉDICA - RANCAGUA,,2020-01,1,2,0,0,2,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2020-03,1,1,0,1,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2020-06,5,3,0,3,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2020-07,3,0,0,0,0,0
TORRE MÉDICA - RANCAGUA,,2020-08,1,0,0,0,0,0
TORRE MÉDICA - RANCAGUA,,2020-09,1,1,0,0,1,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2021-03,2,2,0,2,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2021-06,1,0,0,0,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2021-07,3,2,0,1,1,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2021-08,3,2,1,0,1,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2022-01,1,0,0,0,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2022-04,3,2,1,1,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2022-07,1,1,0,1,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2023-03,2,0,0,0,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2023-04,4,3,0,3,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2023-05,2,2,0,1,0,1
TORRE MÉDICA - RANCAGUA,76.105.383-3,2023-06,2,2,0,2,0,0
TORRE MÉDICA - RANCAGUA,76.105.383-3,2023-10,6,1,0,1,0,0
UC CHRISTUS - CECA,81.698.900-0,2018-09,1,1,1,0,0,0
UC CHRISTUS - CECA,,2018-10,6,6,2,4,0,0
UC CHRISTUS - CECA,81.698.900-0,2018-11,5,2,0,2,0,0
UC CHRISTUS - CECA,,2018-12,7,3,0,3,0,0
UC CHRISTUS - CECA,,2019-01,3,2,1,0,1,0
UC CHRISTUS - CECA,81.698.900-0,2019-02,1,1,0,0,0,1
UC CHRISTUS - CECA,81.698.900-0,2019-03,3,3,3,0,0,0
UC CHRISTUS - CECA,,2019-04,4,3,0,3,0,0
UC CHRISTUS - CECA,81.698.900-0,2019-05,2,3,1,1,1,0
UC CHRISTUS - CECA,81.698.900-0,2019-06,2,3,2,0,1,0
UC CHRISTUS - CECA,81.698.900-0,2019-07,1,1,0,1,0,0
UC CHRISTUS - CECA,,2019-08,3,0,0,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2019-09,1,1,0,0,1,0
UC CHRISTUS - CECA,81.698.900-0,2019-10,1,0,0,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2019-11,10,5,1,4,0,0
UC CHRISTUS - CECA,,2019-12,5,5,0,4,1,0
UC CHRISTUS - CECA,,2020-01,2,1,0,1,0,0
UC CHRISTUS - CECA,81.698.900-0,2020-02,4,4,0,4,0,0
UC CHRISTUS - CECA,,2020-03,5,3,1,0,2,0
UC CHRISTUS - CECA,,2020-04,4,4,4,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2020-05,3,1,1,0,0,0
UC CHRISTUS - CECA,,2020-06,4,0,0,0,0,0
UC CHRISTUS - CECA,,2020-07,5,1,1,0,0,0
UC CHRISTUS - CECA,,2020-08,3,1,0,1,0,0
UC CHRISTUS - CECA,,2020-09,2,0,0,0,0,0
UC CHRISTUS - CECA,,2020-10,1,0,0,0,0,0
UC CHRISTUS - CECA,,2020-11,5,5,2,1,2,0
UC CHRISTUS - CECA,81.698.900-0,2020-12,4,3,2,0,1,0
UC CHRISTUS - CECA,81.698.900-0,2021-01,4,3,0,0,3,0
UC CHRISTUS - CECA,81.698.900-0,2021-02,3,1,1,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2021-03,6,3,1,1,1,0
UC CHRISTUS - CECA,81.698.900-0,2021-04,2,0,0,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2021-05,6,4,2,0,2,0
UC CHRISTUS - CECA,81.698.900-0,2021-06,7,6,3,1,2,0
UC CHRISTUS - CECA,81.698.900-0,2021-07,2,6,3,0,2,1
UC CHRISTUS - CECA,81.698.900-0,2021-08,2,2,1,0,1,0
UC CHRISTUS - CECA,81.698.900-0,2021-09,2,1,1,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2021-10,5,4,2,0,2,0
UC CHRISTUS - CECA,81.698.900-0,2021-11,7,3,2,1,0,0
UC CHRISTUS - CECA,81.698.900-0,2021-12,5,1,1,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2022-01,4,2,1,1,0,0
UC CHRISTUS - CECA,81.698.900-0,2022-02,2,2,0,1,1,0
UC CHRISTUS - CECA,81.698.900-0,2022-03,5,0,0,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2022-04,3,2,1,1,0,0
UC CHRISTUS - CECA,81.698.900-0,2022-05,1,0,0,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2022-06,4,2,0,0,2,0
UC CHRISTUS - CECA,81.698.900-0,2022-07,8,1,0,0,1,0
UC CHRISTUS - CECA,81.698.900-0,2022-08,9,6,4,0,2,0
UC CHRISTUS - CECA,81.698.900-0,2022-09,5,4,2,1,1,0
UC CHRISTUS - CECA,81.698.900-0,2022-10,10,4,2,2,0,0
UC CHRISTUS - CECA,81.698.900-0,2022-11,3,0,0,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2022-12,5,3,1,2,0,0
UC CHRISTUS - CECA,81.698.900-0,2023-01,10,4,2,1,1,0
UC CHRISTUS - CECA,81.698.900-0,2023-02,6,1,1,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2023-03,2,2,2,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2023-04,5,2,0,1,1,0
UC CHRISTUS - CECA,81.698.900-0,2023-05,2,1,1,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2023-06,1,0,0,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2023-07,2,2,1,0,0,1
UC CHRISTUS - CECA,81.698.900-0,2023-08,10,11,8,1,1,1
UC CHRISTUS - CECA,81.698.900-0,2023-09,2,2,1,1,0,0
UC CHRISTUS - CECA,81.698.900-0,2023-10,2,0,0,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2023-11,3,3,2,1,0,0
UC CHRISTUS - CECA,81.698.900-0,2023-12,2,0,0,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2024-01,4,3,2,0,0,1
UC CHRISTUS - CECA,81.698.900-0,2024-02,10,5,2,3,0,0
UC CHRISTUS - CECA,81.698.900-0,2024-03,5,2,0,2,0,0
UC CHRISTUS - CECA,81.698.900-0,2024-04,9,6,1,5,0,0
UC CHRISTUS - CECA,81.698.900-0,2024-05,14,12,8,3,1,0
UC CHRISTUS - CECA,81.698.900-0,2024-06,11,10,7,2,1,0
UC CHRISTUS - CECA,81.698.900-0,2024-07,9,6,3,1,2,0
UC CHRISTUS - CECA,81.698.900-0,2024-08,14,11,8,0,2,1
UC CHRISTUS - CECA,81.698.900-0,2024-09,2,2,1,0,1,0
UC CHRISTUS - CECA,81.698.900-0,2024-10,10,14,9,2,2,1
UC CHRISTUS - CECA,81.698.900-0,2024-11,3,1,0,1,0,0
UC CHRISTUS - CECA,81.698.900-0,2024-12,5,3,3,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2025-01,9,2,2,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2025-02,7,10,6,2,1,1
UC CHRISTUS - CECA,81.698.900-0,2025-03,9,1,0,1,0,0
UC CHRISTUS - CECA,81.698.900-0,2025-04,13,7,7,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2025-05,7,1,0,1,0,0
UC CHRISTUS - CECA,81.698.900-0,2025-06,3,2,2,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2025-07,7,1,0,1,0,0
UC CHRISTUS - CECA,81.698.900-0,2025-08,7,10,7,2,0,1
UC CHRISTUS - CECA,81.698.900-0,2025-09,4,1,0,0,0,1
UC CHRISTUS - CECA,81.698.900-0,2025-10,5,0,0,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2025-11,9,5,3,1,1,0
UC CHRISTUS - CECA,81.698.900-0,2025-12,5,1,1,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2026-01,9,1,0,1,0,0
UC CHRISTUS - CECA,81.698.900-0,2026-02,8,6,6,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2026-03,3,5,4,0,1,0
UC CHRISTUS - CECA,81.698.900-0,2026-04,4,0,0,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2026-05,5,2,2,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2026-06,11,8,8,0,0,0
UC CHRISTUS - CECA,81.698.900-0,2026-07,8,4,2,1,1,0
UC CHRISTUS - CECA,81.698.900-0,2026-08,1,1,0,0,1,0
UC CHRISTUS - SCA,81.698.900-0,2022-08,10,5,0,5,0,0
UC CHRISTUS - SCA,81.698.900-0,2022-09,3,2,0,2,0,0
UC CHRISTUS - SCA,81.698.900-0,2022-10,5,1,0,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2022-11,5,1,0,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2022-12,2,1,0,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2023-01,3,0,0,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2023-02,4,2,0,2,0,0
UC CHRISTUS - SCA,81.698.900-0,2023-03,3,2,0,1,1,0
UC CHRISTUS - SCA,81.698.900-0,2023-04,1,0,0,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2023-05,7,4,0,1,3,0
UC CHRISTUS - SCA,81.698.900-0,2023-06,4,3,2,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2023-07,3,1,0,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2023-08,6,3,2,0,0,1
UC CHRISTUS - SCA,81.698.900-0,2023-09,4,1,1,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2023-10,2,1,0,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2023-11,2,1,1,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2023-12,3,0,0,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2024-01,3,2,2,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2024-02,8,2,1,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2024-03,10,2,0,2,0,0
UC CHRISTUS - SCA,81.698.900-0,2024-04,4,3,2,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2024-05,7,9,7,2,0,0
UC CHRISTUS - SCA,81.698.900-0,2024-06,9,7,4,3,0,0
UC CHRISTUS - SCA,81.698.900-0,2024-07,5,4,3,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2024-08,7,1,1,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2024-09,4,0,0,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2024-10,4,0,0,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2024-11,2,1,1,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2025-01,11,5,3,0,2,0
UC CHRISTUS - SCA,81.698.900-0,2025-02,3,2,2,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2025-03,8,4,3,0,0,1
UC CHRISTUS - SCA,81.698.900-0,2025-04,5,0,0,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2025-05,3,1,0,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2025-06,5,4,3,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2025-07,6,4,0,3,1,0
UC CHRISTUS - SCA,81.698.900-0,2025-08,4,2,0,2,0,0
UC CHRISTUS - SCA,81.698.900-0,2025-09,4,0,0,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2025-10,7,3,3,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2025-11,2,0,0,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2025-12,3,1,0,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2026-01,4,2,2,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2026-02,4,0,0,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2026-03,2,1,0,1,0,0
UC CHRISTUS - SCA,81.698.900-0,2026-04,5,1,1,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2026-05,6,3,3,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2026-06,5,0,0,0,0,0
UC CHRISTUS - SCA,81.698.900-0,2026-07,7,5,4,0,1,0
