normalized_part_identifier,raw_part_identifier,part_name,occurrences,matched_count,placeholder_count,no_match_count,ambiguous_count,dolibarr_refs,dolibarr_product_ids,match_statuses,match_methods,needs_manual_review
153848,153848,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",1,0,0,1,0,,,NO_MATCH,NONE,true
1510261,1510261,Panel MV,1,1,0,0,0,1510261,11553,MATCHED,REF_EXACT,false
LEAD8113024252101JMOTOR4513332644304F,"Lead 8113024252101J. 
Motor 4513332644304F.","Motor Assy.
Lead Screw Assemly. ",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
THKAFBLF70,THK AFB-LF+70,Grasa de propósito general.,1,0,0,1,0,,,NO_MATCH,NONE,true
45133315188,45133315188,"2Nr. Strut, gas modified. ",1,1,0,0,0,45133315188,10956,MATCHED,REF_EXACT,false
RG8U,RG8U,Cable coaxial,1,0,0,1,0,,,NO_MATCH,NONE,true
ZN11E9RZ,ZN11E9RZ,Disco Duro Seagates 1TB Barracuda,1,0,0,1,0,,,NO_MATCH,NONE,true
SS,S/S,Halogen Optic Lamp 12V-75W,1,0,0,1,0,,,NO_MATCH,NONE,true
A300410NSS1522PRP,A3004-10.   N/S S1522 PRP,PCB Filament Drive.,1,0,0,1,0,,,NO_MATCH,NONE,true
T821321900352,T 821321900352,Fuse 32 x 6.  10A,1,1,0,0,0,821321900352,11061,MATCHED,REF_LIKE,true
T821321900352Y821321900350,"T 821321900352
Y 821321900350","Fuse 32V/10A
Fuse 250V/500mA",1,1,0,0,0,821321900352,11061,MATCHED,REF_LIKE,true
32V10A,32V10A,Fusible retardo 10A,1,0,0,1,0,,,NO_MATCH,NONE,true
465111028,465111028,OSRAM Lamp 48870 WFL ES,1,0,0,1,0,,,NO_MATCH,NONE,true
WD10EZEX,WD10EZEX,Disco Duro Western digital 1TB,1,0,0,1,0,,,NO_MATCH,NONE,true
CX1154L45133165177,CX 1154L 45133165177,Thyratron.,1,1,0,0,0,45133165177,10716,MATCHED,REF_LIKE,true
4513332764704C,4513332764704c,Fan Sub Assy,1,1,0,0,0,45133327647,12247,MATCHED,REF_LIKE,true
45133326275,45133326275,Screen Assembly,1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
10LITROS,10 Litros,Agua Bidestilada,1,0,0,1,0,,,NO_MATCH,NONE,true
5333541,533-3541,LM2594HVN,1,0,0,1,0,,,NO_MATCH,NONE,true
F8915,F8915,"4 Transistores de potencia BU508V F8915, SELLO DE CAÑERÍAS, teflón ",1,0,0,1,0,,,NO_MATCH,NONE,true
2622855188381015076,"-262285518838
-1015076","-DRIVE BELT
-CABLE RETRACTIL SK2",1,1,0,0,0,1015076,10957,MATCHED,REF_LIKE,true
2231762,2231762,Balanza Metler Toledo 6002,1,1,0,0,0,2231762,12311,MATCHED,REF_EXACT,false
55329024004RELEAUXSERIE552P10ABOB24VDC,"55.32.9.024. 004 Rele Aux. serie ""55"" 2P. 10 A.  Bob 24 Vdc.",Relay Finder,1,0,0,1,0,,,NO_MATCH,NONE,true
UUY,uuy,jj,1,0,0,1,0,,,NO_MATCH,NONE,true
1532434ISS01,"1532434  Iss. 01
","Vacuum pump PSU.

S/N 153243417003.
",1,0,0,1,0,,,NO_MATCH,NONE,true
4513330824301,45133308243 01,cable de alta tension Bomba ionica,1,1,0,0,0,45133308243_01,11246,MATCHED,REF_NORMALIZED_EXACT,false
45133902234,4513 390 2234.,PCB Driver 33B.,1,0,0,1,0,,,NO_MATCH,NONE,true
KBC500850AMP,KBC 5008 (50 Amp.),Puente rectificador.,1,0,0,1,0,,,NO_MATCH,NONE,true
1015229,1015229,nueces cortas de laminas,1,0,0,1,0,,,NO_MATCH,NONE,true
SN040104285,SN: 040104285,Laser Sagital,1,0,0,1,0,,,NO_MATCH,NONE,true
SN002148002,SN: 002148-002,Laser Fijo lado B,1,0,0,1,0,,,NO_MATCH,NONE,true
SN002148001,SN: 002148-001,Laser Fijo lado A,1,0,0,1,0,,,NO_MATCH,NONE,true
SN029488019,SN: 029488-019,Control de Mando de Laser,1,0,0,1,0,,,NO_MATCH,NONE,true
1008587,1008587,MLC Electrónic Assy.,1,1,0,0,0,1008587,11122,MATCHED,REF_EXACT,false
677,677,bbb,1,0,0,1,0,,,NO_MATCH,NONE,true
150044502,1500445 02,DLG PCB,1,1,0,0,0,1500445,10253,MATCHED,REF_LIKE,true
NOTIENE,No tiene,"Acido EDTA, tetrasodico.",1,0,1,0,0,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,true
45133904984,45133904984,PCB SIDE B mesa precise,1,0,0,1,0,,,NO_MATCH,NONE,true
420017,420017,Smart Clamp Fresenius Freeflex,1,1,0,0,0,420017,11126,MATCHED,REF_EXACT,false
4B1915P25633,4B1915P25633,UPS APC 959VA,1,0,0,1,0,,,NO_MATCH,NONE,true
153360401151183302151160601,"1533604-01
1511833-02
1511606-01","Transformador de pulso
cable de Alta tension de modulador
resistencia Transformador de pulso.",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
300GB,300gb,Disco Duro HP,1,1,0,0,0,SKM_300_GB_128D,12018,MATCHED,REF_LIKE,true
LASERODIKIT,Laser ODI KIt,1502613,1,0,0,1,0,,,NO_MATCH,NONE,true
45133304800SERIE2676,4513 330 4800 serie 2676,Gun Assy,1,1,0,0,0,45133304800,10375,MATCHED,REF_LIKE,true
1502964REPUESTODECLIENTE,1502964 (repuesto de cliente),repuesto de CLIENTE,1,1,0,0,0,1502964,10892,MATCHED,REF_LIKE,true
2466801,2466801,cable espiral robot,1,1,0,0,0,2466801,11245,MATCHED,REF_EXACT,false
130144,130144,Canister filter bag,1,0,0,1,0,,,NO_MATCH,NONE,true
1021026,1021026,"Assy, Ruby. ",1,0,0,1,0,,,NO_MATCH,NONE,true
BJ59481681026469,BJ5948.168. (1026469),Dose board.,1,0,0,1,0,,,NO_MATCH,NONE,true
1534598,1534598,Kit de leaf motor,1,0,0,1,0,,,NO_MATCH,NONE,true
4513390489402,4513390489402,"PCB1, SIDE A, ASSEMBLY",1,1,0,0,0,45133904894,12325,MATCHED,REF_LIKE,true
1007288SERIE2308926,1007288 serie: 2308926,Detector Control Board,1,1,0,0,0,1007288,10721,MATCHED,REF_LIKE,true
BJ6219002,BJ6219.002,Arm Cable-B,1,1,0,0,0,BJ6219.002.02,11311,MATCHED,REF_LIKE,true
4714501006,4714501006.,Thyratron CX1551.,1,1,0,0,0,4714501006,11282,MATCHED,REF_NORMALIZED_EXACT,false
B625655182,B625655182,Balanza Metler Toledo WM6002,1,0,0,1,0,,,NO_MATCH,NONE,true
262285518838K,262285518838K,Drive Belts,1,1,0,0,0,262285518838K,10836,MATCHED,REF_EXACT,false
1525500,1525500.,Assy Rubí,1,1,0,0,0,1525500,11033,MATCHED,REF_NORMALIZED_EXACT,false
45133317840,45133317840,Check / Coarse Pot and Cable 2 Unidades,1,1,0,0,0,45133317840,11162,MATCHED,REF_EXACT,false
45133317881,45133317881,Fine Pot and Cable,1,1,0,0,0,45133317881,11606,MATCHED,REF_EXACT,false
45133411848,45133411848,cable Sk7A,1,0,0,1,0,,,NO_MATCH,NONE,true
CABLESUSTITUTO,Cable sustituto.,_ Cable de HT.,1,0,0,1,0,,,NO_MATCH,NONE,true
45133327663,45133327663.,Projector mirror.,1,1,0,0,0,4513332766303F,11567,MATCHED,REF_LIKE,true
C7976A,C7976A,Kit de Cintas LTO6,1,1,0,0,0,C7976A,11307,MATCHED,REF_EXACT,false
244120001143,244120001143,Gabinete Iview MK-6,1,0,0,1,0,,,NO_MATCH,NONE,true
1519103REV02,1519103_Rev02,Dosimetry Board A Programmed,1,1,0,0,0,1519103,11588,MATCHED,REF_LIKE,true
45133304326,45133304326,Output Windows Serie 1000109300,1,1,0,0,0,45133304326,10458,MATCHED,REF_EXACT,false
1501074REV02,1501074 Rev. 02,"PCB ASSEMBLY, DOSIMETRY B",1,1,0,0,0,1501074,11487,MATCHED,REF_LIKE,true
1016850,1016850,MLC Camera Cable,1,0,0,1,0,,,NO_MATCH,NONE,true
45133302156,45133302156,gearbox,1,0,0,1,0,,,NO_MATCH,NONE,true
1517618,1517618,control FKP,1,0,0,1,0,,,NO_MATCH,NONE,true
ZQEXBEH8TE46GHJK2EXZX8CVBNMQQ2,"zQeXBE,H8):Te'46ghjk2(Exzx8cvbnmqq2]","No Corresponde, sólo caracterización de Nva. Licencia y configuraciones del especialista.",1,0,0,1,0,,,NO_MATCH,NONE,true
PN45133308530,PN  4513 330 8530,Magnetron e2V MG6370E.  Número de serie  18388765.,1,1,0,0,0,45133308530,11007,MATCHED,REF_LIKE,true
1516728VS02,1516728 vs 02,BMDM - DVD Update de FCO IGUIDE,1,0,0,1,0,,,NO_MATCH,NONE,true
1010461,1010461,Cab Assy,1,0,0,1,0,,,NO_MATCH,NONE,true
BJ9100009,BJ9100.009,"Fru, Ion Chamber",1,1,0,0,0,BJ9100.009,11173,MATCHED,REF_EXACT,false
P01366B21,P01366-B21,HPE 96W Smart storege battery,1,0,0,1,0,,,NO_MATCH,NONE,true
749796,749796,"HPE SMART ARRAY, adtive raid on",1,1,0,0,0,749796-001,11305,MATCHED,REF_LIKE,true
45133318950,4513 331 8950,Freno X Longitudinal de camilla,1,0,0,1,0,,,NO_MATCH,NONE,true
BJ598905143924011013627401103,"BJ5989.051
4392401101
3627401103","95 mm Flexible RF
R.F. Seal 6268
O-ring 101x75 FPM",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
45133412203ISSUE01,45133412203 issue 01,"Sk19 - sk13A - sk3(A,B,C,D)",1,0,0,1,0,,,NO_MATCH,NONE,true
232266153211,2322 661 53211,Thermistor PTC TH1,1,0,0,1,0,,,NO_MATCH,NONE,true
1538489REV02,1538489 REv 02,PCB Video XVI y PCB DLG's,1,0,0,1,0,,,NO_MATCH,NONE,true
1022595,1022595,2 Way Water Valve Replacement mod kit,1,1,0,0,0,1022595,11805,MATCHED,REF_EXACT,false
PN1015075PN1015076PN8113024252101J,"P/N 1015075
P/N 1015076
P/N 8113024252101J","01 cinta SK25AA
01 cints SK25BB
01 leadscrew assembly",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
451339090254513332644304F,"45133909025
4513332644304F","02 Motor Driver Board
06 Motor Assembly",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
45133502668,45133502668,Spring,1,1,0,0,0,45133502668,10704,MATCHED,REF_EXACT,false
45133412203,45133412203,Cable SK19 Touchguard para Panel KV,1,1,0,0,0,4513341220301G,11693,MATCHED,REF_LIKE,true
1016246,1016246,Assy Leafbank Flex Circuit,1,1,0,0,0,1016246,10773,MATCHED,REF_EXACT,false
4513390460,4513390460,Tarjeta de control de IviewGt,1,0,0,1,0,,,NO_MATCH,NONE,true
4513390560,4513390560,Tarjeta dd mando Iviewgt,1,0,0,1,0,,,NO_MATCH,NONE,true
1516657,1516657,Lesf Motor Drive PCB,1,0,0,1,0,,,NO_MATCH,NONE,true
1010460,1010460,cable assy,1,0,0,1,0,,,NO_MATCH,NONE,true
NU,N/U,N/U,1,0,0,1,0,,,NO_MATCH,NONE,true
NUTILIZADO,N/ utilizado,N/ utilizado,1,0,0,1,0,,,NO_MATCH,NONE,true
WATERVALVE1022595FRUXYDRIVEUNIT45133318440,"water Valve 1022595
Fru XY drive Unit 45133318440","water Valve - 1
Fru XY drive Unit - 1

",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
F153053FV,F153053FV,copla FESTO RACOR RAPIDO ROSC.QSL-3/8-12,1,1,0,0,0,F153053FV,11825,MATCHED,REF_EXACT,false
45133318440,45133318440,Fru XY Drive Unit(1),1,1,0,0,0,45133318440,11651,MATCHED,REF_EXACT,false
45133317157,45133317157,"timing belt 16T5 DL, 1263mm(1)",1,1,0,0,0,45133317157,11046,MATCHED,REF_EXACT,false
101647415384891527044,"1016474
1538489
1527044","kit, spares, dlg bra (2)
pcb assy, dlg and diaphram drive (1)
programmed pcb assy, router (1)
",1,0,0,1,0,,,NO_MATCH,NONE,true
45133317815,45133317815,csk scr m4 (tornillo)  cant 1,1,1,0,0,0,45133317815_01,11456,MATCHED,REF_LIKE,true
REEMPLAZOPORUNOSIMILARCARACTERISTICASPERNERIA,Reemplazo por uno similar características perneria.,Perno Hex. 5/8 Grado 8,1,0,0,1,0,,,NO_MATCH,NONE,true
128345,128345,Motor de identificación de viales,1,1,0,0,0,128345,12310,MATCHED,REF_EXACT,false
BJ621900102,BJ6219.001.02,Arm brake cable-A.,1,1,0,0,0,BJ6219.001.02,11310,MATCHED,REF_EXACT,false
MG6070ESERIE21051168,MG6070E SERIE: 21051168,Magnetron,1,0,0,1,0,,,NO_MATCH,NONE,true
8113024252145133326443,"81130242521
45133326443","leadscrew Assy
motor assembly",1,0,0,1,0,,,NO_MATCH,NONE,true
XD12038A2HS,XD12038A2HS,4 Ventiladores de 220V/50Hz,1,0,0,1,0,,,NO_MATCH,NONE,true
1021309,1021309,Wedge PCB,1,1,0,0,0,1021309___1564281,10764,MATCHED,REF_LIKE,true
31800000643,31800000643,Filtro superior DUG B SP 519 H14,1,0,0,1,0,,,NO_MATCH,NONE,true
1541653,1541653,"Drift tube assembly , FRU viton",1,1,0,0,0,1541653,11855,MATCHED,REF_EXACT,false
22222,22222,Repuesto 1,1,0,0,1,0,,,NO_MATCH,NONE,true
SINPARTNUMBER,Sin part number,Insumo,1,0,0,1,0,,,NO_MATCH,NONE,true
1533330,1533330,"Fru, Z motor brush Set",1,0,0,1,0,,,NO_MATCH,NONE,true
1500443,1500443,LED PCB Rev. 2,1,1,0,0,0,1500443_02,11164,MATCHED,REF_LIKE,true
BJ485322801,BJ4853.228.01,Cable X30B-X43,1,1,0,0,0,BJ4853.228.01,11851,MATCHED,REF_EXACT,false
45133904034,45133904034,PCB Assy motor therm,1,1,0,0,0,45133904034,10399,MATCHED,REF_EXACT,false
1006860153836145133400146,"1006860
1538361
45133400146","Dos Bombas Ionicas
Un Drift Tube 
un Fly Tube
sellos de Drift Tube",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
4513335408510084614513390804410154591013485,"45133354085
1008461
45133908044
1015459
1013485","Mother board
Control Processor PCB
Serial link Isolation PCB
Linac Interface PCB
Cable Sata",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
1016641,1016641,"ASSY, ACCESORY PCB & BRACKET",1,1,0,0,0,1016641,10762,MATCHED,REF_EXACT,false
10150751015076,1015075 / 1015076,(2) CABLE RETRACTILE SK25A Y SK25B,1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
CR2032,CR2032,(2) Pilas,1,0,0,1,0,,,NO_MATCH,NONE,true
45133307890,45133307890,IPCU,1,1,0,0,0,45133307890,10423,MATCHED,REF_EXACT,false
EL469506,EL469506,Framegrabber for Iview,1,0,0,1,0,,,NO_MATCH,NONE,true
NUMERODEPARTEDELREPUESTO,numero de parte del repuesto,nombre del repuesto usado,1,0,0,1,0,,,NO_MATCH,NONE,true
DIODE1018874,Diode 1018874.,2 diodos de Rf. Thyratron usada.   PCB SIB usada.,1,1,0,0,0,1018874,11757,MATCHED,REF_LIKE,true
MG6363,MG6363.,Magnetron usado.,1,0,0,1,0,,,NO_MATCH,NONE,true
128284,128284,Cable Profibus de Motor Jeringa,1,1,0,0,0,128284,11849,MATCHED,REF_EXACT,false
1020890,1020890,Motor Drive PSU Assy,1,0,0,1,0,,,NO_MATCH,NONE,true
SNPARTE,S/N Parte.,CARBONES PARA MOTOR,1,0,0,1,0,,,NO_MATCH,NONE,true
1540453,1540453,BMDM Upgrade KIT,1,0,0,1,0,,,NO_MATCH,NONE,true
4513332647545133326443041015075101507681130242521451333178814513331886445133316442301,"4513 332 6475
4513 332 644304
1015075
1015076
81130242521
4513 331 7881
4513 331 8864
4513 331 6442301","nut: 04
motor assembly: 04
cable retráctil sk26A: 01
cable retráctil sk26B: 01
tornillo leadscrew: 04
pot fine: 02
pot checo and coarse: 08
filtro de Agua: 02
grasa EP2
wd-40
Aire comprimido.
",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
1540383,1540383,"spare kit, BMDM update",1,1,0,0,0,1540383,11733,MATCHED,REF_EXACT,false
45133302611,45133302611,(2) Gear Box,1,1,0,0,0,45133302611,10996,MATCHED,REF_EXACT,false
13101900,13101900,"PCB ASSY, WEDGE CONTROL ",1,0,0,1,0,,,NO_MATCH,NONE,true
1536393,1536393,emergency down drive module,1,1,0,0,0,1536393,12037,MATCHED,REF_EXACT,false
1010925,1010925,"screen assy, head   (crosswire)",1,1,0,0,0,1010925_usado,12034,MATCHED,REF_LIKE,true
151169302,1511693 02,FRU CHARGING HIGH VOLTAGE CAB,1,1,0,0,0,1511693,11489,MATCHED,REF_LIKE,true
151971001,1519710 01,FRU FIR HT CABLE,1,1,0,0,0,1519710,11574,MATCHED,REF_LIKE,true
45133298035,45133298035,cable modulator/gun,1,1,0,0,0,45133298035,11128,MATCHED,REF_EXACT,false
351372100645P,351372100645P,resistor 330R +/- 5%,1,1,0,0,0,351372100645P,12010,MATCHED,REF_EXACT,false
1011035,1011035,Motor Z Precise Table,1,0,0,1,0,,,NO_MATCH,NONE,true
451362610002,451362610002,Longitudinal drive belt  (2),1,1,0,0,0,451362610002L,11043,MATCHED,REF_LIKE,true
1531852,1531852,FRU XY Drive Unit,1,1,0,0,0,1531852,10372,MATCHED,REF_EXACT,false
64607EFM,64607 EFM,NR 2 LAMPARAS HALOGENO 8V 50 W OSRAM,1,0,0,1,0,,,NO_MATCH,NONE,true
1502738,1502738,"Fru, thumbwheels pwb",1,1,0,0,0,1502738,11107,MATCHED,REF_EXACT,false
1502740,1502740,"fru, thumbwheel side B",1,1,0,0,0,1502740,11554,MATCHED,REF_EXACT,false
1022473,1022473,Bending Magnet Assembly Repair Kit,1,1,0,0,0,1022473,11983,MATCHED,REF_EXACT,false
103868401,1038684 01,"PCB ASSY, BACKPLANE",1,0,0,1,0,,,NO_MATCH,NONE,true
451333265901010495845133327663451333276624513332644381130242521,"4513 332 6590
10104958
4513 332 7663
4513 332 7662
4513 332 6443
81130242521","01 cámara lens
01 cámara mirror
01 proyector mirror
01 bean Spitzer mirror
01 motor assembly (lámina 17) 
01 tornillo leadscrew (lámina 17)
kit de limpieza para optica
grasa Ep2

",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
4513317881,4513317881,Potenciometros camilla Lado A,1,0,0,1,0,,,NO_MATCH,NONE,true
1534959,1534959,"Kit, spares, Leaf motor ",1,0,0,1,0,,,NO_MATCH,NONE,true
MIRRORASSEMBLY,Mirror Assembly,1010848,1,0,0,1,0,,,NO_MATCH,NONE,true
45133909025,4513 390 9025,tarjeta electrónica motor drive,1,1,0,0,0,45133909025,10944,MATCHED,REF_NORMALIZED_EXACT,false
THYRATRONDECLINICA,thyratron de clínica,N/A tipo (CX1154L) Serial number: 42100,1,0,0,1,0,,,NO_MATCH,NONE,true
1531851,1531851,1u Fru XY drive (motor lateral de camilla),1,0,0,1,0,,,NO_MATCH,NONE,true
451333164424513331644245133317881,"4513 331 6442
4513 331 6442
4513 331 7881","01 Potenciómetro Coarse
01 Potenciometro Check
01 Potenciometro Fine
Grasa EP2
limpia contactos 
aire comprimido 
amarras plásticas ",1,1,0,0,0,45133317881,11606,MATCHED,REF_LIKE,true
45133904654ISS02,4513 390 4654 Iss. 02,"PCB Leaf motor drive, reparada por cliente. ",1,1,0,0,0,45133904654,12095,MATCHED,REF_LIKE,true
RECTIFIERMODULEPCB,rectifier module PCB,45133904214,1,0,0,1,0,,,NO_MATCH,NONE,true
AS2106193185AS2106193161,AS2106193185 / AS2106193161,2 NR UPS 1Kva 230v,1,0,0,1,0,,,NO_MATCH,NONE,true
1538685,1538685,FRU power supply assembly,1,1,0,0,0,1538685,12099,MATCHED,REF_EXACT,false
1537080,1537080,"FRU, EIM Logic Control",1,0,0,1,0,,,NO_MATCH,NONE,true
PNBJ7099001PN1006059,"P/N BJ7099.001
P/N 1006059","02 Ion Chamber
02 BMEI Dose Board",1,1,0,0,0,1006059,11172,MATCHED,REF_LIKE,true
1538,1538,PCB DLG motor drive,1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
45133317850,45133317850,"Fru pwb 812, 825A cantidad 2",1,1,0,0,0,45133317850,11249,MATCHED,REF_EXACT,false
1584,1584,"Kit, motor lámina",1,0,0,1,0,,,NO_MATCH,NONE,true
1549509,1549509,mod kit integrity R4.0.0,1,1,0,0,0,1549509_FCO,12055,MATCHED,REF_LIKE,true
1539233,1539233,"software medi kit, NSS 4.0",1,1,0,0,0,1539233_FCO,11143,MATCHED,REF_LIKE,true
45133326443081130242521,"451333264430
8113024_2521","01- motor assembly
01- leadscrew Assy",1,0,0,1,0,,,NO_MATCH,NONE,true
45133412013,45133412013,Detector Sync,1,0,0,1,0,,,NO_MATCH,NONE,true
101672,101672,"Kit, spares Diaphragms Brakes (r)",1,0,0,1,0,,,NO_MATCH,NONE,true
1018599,1018599,lmd fan and bracket (cantidad =2),1,0,0,1,0,,,NO_MATCH,NONE,true
1535958,1535958,Motor de Kit Leaf Spare,1,0,0,1,0,,,NO_MATCH,NONE,true
BJ5948071,BJ5948.071,TARJETA DCMD-3,1,0,0,1,0,,,NO_MATCH,NONE,true
4513331845003,4513331845003,fru stop motor switch.    cantidad=2,1,1,0,0,0,45133318450,11019,MATCHED,REF_LIKE,true
6064008SERIENEB077,"6064.008 
Serie N: EB 077",Magnetron Tuning Drive Assembly,1,0,0,1,0,,,NO_MATCH,NONE,true
2178574,2178574,Termo Radiador,1,0,0,1,0,,,NO_MATCH,NONE,true
1534195,1534195,"PCB 2, Side B, Assembly",1,1,0,0,0,1534195,11022,MATCHED,REF_EXACT,false
45133903384,45133903384,"PCB Assembly, Auxiliar ",1,1,0,0,0,45133903384,11003,MATCHED,REF_EXACT,false
1511326SNEB247,"1511326
s/n EB247",Magnetron Tuning Drive Assy,1,0,0,1,0,,,NO_MATCH,NONE,true
1020469SERIES51220205217363,"1020469
series 5122020 - 5217363",Dose Board,1,1,0,0,0,1020469,12257,MATCHED,REF_LIKE,true
BJ5590002SERIESCHA0731CHA0750,"BJ 5590.002
series:
CHA0731
CHA0750",Ion Chamber,1,0,0,1,0,,,NO_MATCH,NONE,true
1511693,1511693,Charging High Voltage Cab,1,1,0,0,0,1511693,11489,MATCHED,REF_EXACT,false
1024129,1024129,agility pixel calibration,1,1,0,0,0,1024129,10908,MATCHED,REF_EXACT,false
45136261003J,45136261003J,Belt timing s/sided Cant: 02,1,0,0,1,0,,,NO_MATCH,NONE,true
4513341184645133412203,45133411846/45133412203,"cable touchguard , cable lateral pots",1,1,0,0,0,45133411846,11694,MATCHED,REF_LIKE,true
451333165177,451333165177,Thyratron,1,0,0,1,0,,,NO_MATCH,NONE,true
SAT53418049,SAT-53418049.,Power Supply.,1,0,0,1,0,,,NO_MATCH,NONE,true
1538094,1538094.,"Control Board, Kv GEN, SHFR400.",1,1,0,0,0,1538094,12137,MATCHED,REF_NORMALIZED_EXACT,false
45133318520,45133318520,FRU SWITCH PWB SIDE,1,1,0,0,0,45133318520,10950,MATCHED,REF_EXACT,false
1541653151509845133304800PSU10238301525429,"1541653
1515098
45133304800

psu (1023830 - 1525429)","drift tube assembly cant 1
ion pump                    cant 1
electro gun assy.      cant 1
sellos de cobre.        cant 4
assembly,160 mlc psu.  cant 1",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
1504866,1504866,FRU SKT840B - SKT850E,1,1,0,0,0,1504866,12143,MATCHED,REF_EXACT,false
100880440,100880440,"voltage regulador, PCB assy",1,0,0,1,0,,,NO_MATCH,NONE,true
1542467,1542467,"PCB ASSY, LED Control",1,0,0,1,0,,,NO_MATCH,NONE,true
45133407315,45133407315,"Monitor de 19"" TFT monitor NEC",1,1,0,0,0,45133407315,10611,MATCHED,REF_EXACT,false
45133317849451333178501016984451333179024513331784045133318462451333184854513331848645133318488,"45133317849
45133317850
1016984
45133317902
45133317840
45133318462
45133318485
45133318486
45133318488","PCB Interconnect PCB 811
PCB Interconnect PCB 812
ISO Rotation Brake
Fine potentiometer
Check and coarse potentiometer 2 NR
Power supply EIM
Base to EIM cable SKT810A-PL801A
Base to EIM cable SKT810B-PL801B
Base to EIM cable SKT810E-PL801E",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
261308039505J,261308039505J,Flightube Orings,1,1,0,0,0,261308039505J,11748,MATCHED,REF_EXACT,false
1513849,1513849,"Sapare Kit, RF Input",1,1,0,0,0,1513849,11642,MATCHED,REF_EXACT,false
4513330223101R,4513330223101R,Gauge Pressure,1,1,0,0,0,4513330223101R,12149,MATCHED,REF_EXACT,false
ASSY40X40X10MMFAN,"assy, 40x40x10mm fan",1024939,1,0,0,1,0,,,NO_MATCH,NONE,true
AMBOSREPUESTOSDECLINICA,ambos repuestos de clínica,"pcb leaf motor drive
motor ",1,0,0,1,0,,,NO_MATCH,NONE,true
45133326443,45133326443,Motor Assembly,1,1,0,0,0,4513332644304F,10304,MATCHED,REF_LIKE,true
00000,00000,Freno lateral de camilla,1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
151186215336571535807,"1511862
1533657
1535807","06 tarjetas AI-12
01 mod kit integrity R4.0.0 con patch 4.0.4
01 mod kit Transformador T2 thyratron y thermistor",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
1511862100503210050334513330757703L,"1511862
1005032
1005033
4513330757703L","pcb assy, ai12 bit cant =2
signal condition RHCA-A cant=1
signal condition RHCA-B cant=1
cable assembly cant=2",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
10693100,106931-00,0pto Interface Board,1,1,0,0,0,106931-00,12171,MATCHED,REF_EXACT,false
153458,153458,"Kit, Spares, Leaf Motor  cant 4",1,1,0,0,0,1534583,12265,MATCHED,REF_LIKE,true
2279013,2279013,pistola lectora,1,1,0,0,0,2279013,11223,MATCHED,REF_EXACT,false
039991141,03-999-1141,iGUIDE Reference Frame Clamp Modification,1,1,0,0,0,03-999-1141,11993,MATCHED,REF_EXACT,false
ZD6A14332EL02EZ,ZD6A143-32EL02EZ,Impresora Zebra ZD621,1,0,0,1,0,,,NO_MATCH,NONE,true
355370,355370,Gun Filament,1,0,0,1,0,,,NO_MATCH,NONE,true
1015403,1015403,vessel,1,0,0,1,0,,,NO_MATCH,NONE,true
1534908,1534908,Y1 TGT Drive Module Main Assembly,1,1,0,0,0,1534908,12185,MATCHED,REF_EXACT,false
R1510261,R1510261,"Detector, Xrdm 1640",1,1,0,0,0,R1510261,12186,MATCHED,REF_EXACT,false
1010260,1010260,"Mirror, Beam Spliter",1,1,0,0,0,1010260,10176,MATCHED,REF_EXACT,false
15341911534195,"1534191
1534195","Fru pcb, side A cant=1
Fru pcb, side B cant =2",1,0,0,0,1,,,AMBIGUOUS_MATCH,REF_LIKE,true
1512130,1512130,"pcb, assy, relay out",1,1,0,0,0,1512130,10122,MATCHED,REF_EXACT,false
1008517,1008517,"programmed assy, MTU",1,1,0,0,0,1008517,11592,MATCHED,REF_EXACT,false
451333268543501HBYL203L,"45133326854
3501H-BYL-203L","Mout Mirror 
potenciometro check 10 turns",1,0,0,1,0,,,NO_MATCH,NONE,true
1504218,1504218,medical ethernet iso,1,1,0,0,0,1504218,12202,MATCHED,REF_EXACT,false
1543958,1543958,Leaf Mo.  Cant: 2,1,0,0,1,0,,,NO_MATCH,NONE,true
