used_part_id,fieldbeat_task_id,zendesk_ticket_id,part_number,part_name,quantity,raw_original_part_number,raw_original_part_name,origin_location,photo_ref,dolibarr_product_id,dolibarr_ref,unit_cost,estimated_total_cost,needs_manual_review,extracted_at
116|2|0|1502613,116,,1502613,Laser ODI,,1502613,Laser ODI,,,,1502613,,,false,2026-07-01T18:10:26.296Z
114|2|0|N/A,114,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
112|2|0|SN,112,,SN,fusible.de 10.amp.,,SN,fusible.de 10.amp.,,,,SN,,,false,2026-07-01T18:10:26.296Z
110|2|0|No hay,110,,No hay ,No hay.,,No hay ,No hay.,,,,No hay ,,,false,2026-07-01T18:10:26.296Z
107|2|0|N/A,107,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
101|2|0|Varta 3.6 vdc 150mAh,101,,Varta 3.6 vdc 150mAh,Bateria LCD Dose,,Varta 3.6 vdc 150mAh,Bateria LCD Dose,,,,Varta 3.6 vdc 150mAh,,,false,2026-07-01T18:10:26.296Z
223|2|0|nc,223,,nc,nc,,nc,nc,,,,nc,,,false,2026-07-01T18:10:26.296Z
224|2|0|1510260R,224,,1510260R,KV Detector Panel,,1510260R,KV Detector Panel,,,,1510260R,,,false,2026-07-01T18:10:26.296Z
229|2|0|sn,229,,"sn
",nc,,"sn
",nc,,,,"sn
",,,false,2026-07-01T18:10:26.296Z
230|2|0|4513 330 8790,230,,4513 330 8790,Transformador del Gun,,4513 330 8790,Transformador del Gun,,,,4513 330 8790,,,false,2026-07-01T18:10:26.296Z
233|2|0|NC,233,,NC,NC,,NC,NC,,,,NC,,,false,2026-07-01T18:10:26.296Z
234|2|0|1502613,234,,1502613,laser ODI lamp,,1502613,laser ODI lamp,,,,1502613,,,false,2026-07-01T18:10:26.296Z
228|2|0|sn,228,,sn,nc,,sn,nc,,,,sn,,,false,2026-07-01T18:10:26.296Z
232|2|0|No hay.,232,,No hay.  ,Fusible 3 Amperes,,No hay.  ,Fusible 3 Amperes,,,,No hay.  ,,,false,2026-07-01T18:10:26.296Z
209|2|0|1007897,209,,1007897,"Spare Kit, cathode filament carrier assy.  ",,1007897,"Spare Kit, cathode filament carrier assy.  ",,,,1007897,,,false,2026-07-01T18:10:26.296Z
225|2|0|1510260R,225,,1510260R,KV Detector Panel (XVI),,1510260R,KV Detector Panel (XVI),,,,1510260R,,,false,2026-07-01T18:10:26.296Z
240|2|0|NC,240,,NC,NC,,NC,NC,,,,NC,,,false,2026-07-01T18:10:26.296Z
242|2|0|No hay.,242,,"No hay.  
",No hay.  ,,"No hay.  
",No hay.  ,,,,"No hay.  
",,,false,2026-07-01T18:10:26.296Z
245|2|0|4513316484002R,245,,4513316484002R,Fusible de 10 amp,,4513316484002R,Fusible de 10 amp,,,,4513316484002R,,,false,2026-07-01T18:10:26.296Z
235|2|0|1016476,235,,1016476,4 Motores agility,,1016476,4 Motores agility,,,,1016476,,,false,2026-07-01T18:10:26.296Z
236|3|0|1502964,236,,1502964,Kit de luz de campo LED,,1502964,Kit de luz de campo LED,,,,1502964,,,false,2026-07-01T18:10:26.296Z
236|2|0|45133326854,236,,45133326854,mylar,,45133326854,mylar,,,,45133326854,,,false,2026-07-01T18:10:26.296Z
239|2|0|NC,239,,NC,NC,,NC,NC,,,,NC,,,false,2026-07-01T18:10:26.296Z
241|2|0|,241,,,Fuente de Poder Bonbas Ionicas,,,Fuente de Poder Bonbas Ionicas,,,,,,,false,2026-07-01T18:10:26.296Z
246|2|0|NC,246,,NC,"Alcohol toallas de.limpieza espuma de.limpieza, buzos de limpieza.",,NC,"Alcohol toallas de.limpieza espuma de.limpieza, buzos de limpieza.",,,,NC,,,false,2026-07-01T18:10:26.296Z
248|2|0|No hay.,248,,No hay. ,No hay.  ,,No hay. ,No hay.  ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
254|2|0|12P754WZ058,254,,12P754WZ058,Valvula motora circuito interno de agua,,12P754WZ058,Valvula motora circuito interno de agua,,,,12P754WZ058,,,false,2026-07-01T18:10:26.296Z
256|2|0|nc,256,,nc,nc,,nc,nc,,,,nc,,,false,2026-07-01T18:10:26.296Z
247|2|0|N/C,247,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
250|2|0|13289,250,,13289,Ampolleta Halogena 13.8v 50W,,13289,Ampolleta Halogena 13.8v 50W,,,,13289,,,false,2026-07-01T18:10:26.296Z
252|3|0|1010848,252,,1010848,Espejo Mylar,,1010848,Espejo Mylar,,,,1010848,,,false,2026-07-01T18:10:26.296Z
252|5|0|1507089,252,,1507089,PCB Router,,1507089,PCB Router,,,,1507089,,,false,2026-07-01T18:10:26.296Z
252|4|0|45133501070,252,,45133501070,Pendant - Handheld Controller,,45133501070,Pendant - Handheld Controller,,,,45133501070,,,false,2026-07-01T18:10:26.296Z
252|2|0|1018559,252,,1018559,4 Ventiladores para Bancos de Láminas.,,1018559,4 Ventiladores para Bancos de Láminas.,,,,1018559,,,false,2026-07-01T18:10:26.296Z
252|6|0|1538489,252,,1538489,Diaphragms PCB,,1538489,Diaphragms PCB,,,,1538489,,,false,2026-07-01T18:10:26.296Z
255|2|0|No hay,255,,No hay,Grasa EP2,,No hay,Grasa EP2,,,,No hay,,,false,2026-07-01T18:10:26.296Z
260|2|0|No hay.,260,,No hay.  ,No hay.  ,,No hay.  ,No hay.  ,,,,No hay.  ,,,false,2026-07-01T18:10:26.296Z
267|2|0|No hay.,267,,No hay.  ,No hay. ,,No hay.  ,No hay. ,,,,No hay.  ,,,false,2026-07-01T18:10:26.296Z
268|2|0|No hay.,268,,No hay. ,No hay,,No hay. ,No hay,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
257|4|0|R1510260,257,,R1510260,Panel XVI ,,R1510260,Panel XVI ,,,,R1510260,,,false,2026-07-01T18:10:26.296Z
259|2|0|4513 330 5658,259,,4513 330 5658,Multiplex Terminal Unit (MTU).  N/S 2115995,,4513 330 5658,Multiplex Terminal Unit (MTU).  N/S 2115995,,,,4513 330 5658,,,false,2026-07-01T18:10:26.296Z
264|2|0|No hay.,264,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
265|2|0|821321900352,265,,821321900352,Fusible 10 amp.,,821321900352,Fusible 10 amp.,,,,821321900352,,,false,2026-07-01T18:10:26.296Z
266|2|0|1016474,266,,1016474,Frenos de DLG,,1016474,Frenos de DLG,,,,1016474,,,false,2026-07-01T18:10:26.296Z
269|2|0|no hay,269,,no hay,no hay,,no hay,no hay,,,,no hay,,,false,2026-07-01T18:10:26.296Z
273|2|0|n/c,273,,n/c,n/c,,n/c,n/c,,,,n/c,,,false,2026-07-01T18:10:26.296Z
274|2|0|N/C,274,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
277|2|0|No hay,277,,No hay,"No hay
",,No hay,"No hay
",,,,No hay,,,false,2026-07-01T18:10:26.296Z
279|2|0|no hay,279,,no hay,no hay,,no hay,no hay,,,,no hay,,,false,2026-07-01T18:10:26.296Z
"282|2|0|Ion Chamber. 1014204-08

SIB. 1006737",282,,"Ion Chamber. 1014204-08

SIB. 1006737","Ion Chamber. Serie 07181000106B40-8

Signal Input Board PCB. Serie 2488895. 
",,"Ion Chamber. 1014204-08

SIB. 1006737","Ion Chamber. Serie 07181000106B40-8

Signal Input Board PCB. Serie 2488895. 
",,,,"Ion Chamber. 1014204-08

SIB. 1006737",,,false,2026-07-01T18:10:26.296Z
284|2|0|no hay,284,,no hay,no hay,,no hay,no hay,,,,no hay,,,false,2026-07-01T18:10:26.296Z
271|2|0|nc,271,,nc,nc,,nc,nc,,,,nc,,,false,2026-07-01T18:10:26.296Z
275|2|0|N/C,275,,"N/C
",N/C,,"N/C
",N/C,,,,"N/C
",,,false,2026-07-01T18:10:26.296Z
286|2|0|No hay.,286,,No hay.  ,No hay.  ,,No hay.  ,No hay.  ,,,,No hay.  ,,,false,2026-07-01T18:10:26.296Z
287|3|0|1538489,287,,1538489,PCB diaphragm drive,,1538489,PCB diaphragm drive,,,,1538489,,,false,2026-07-01T18:10:26.296Z
287|2|0|1016472,287,,1016472,diaphragm brake x 2 unidades,,1016472,diaphragm brake x 2 unidades,,,,1016472,,,false,2026-07-01T18:10:26.296Z
288|2|0|N/A,288,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
289|2|0|N/C,289,,N/C,"Low voltaje halogen lamp marca Philips de 13,8 V - 50W ",,N/C,"Low voltaje halogen lamp marca Philips de 13,8 V - 50W ",,,,N/C,,,false,2026-07-01T18:10:26.296Z
290|2|0|N/C,290,,N/C,N/C,,N/C,N/C,,,,N/C,,,false,2026-07-01T18:10:26.296Z
291|2|0|821321900352,291,,821321900352,Fusible 10 Amperes 32V con retardo. ,,821321900352,Fusible 10 Amperes 32V con retardo. ,,,,821321900352,,,false,2026-07-01T18:10:26.296Z
292|2|0|No hay.,292,,No hay. ,"Alcohol Isopropilico.

Paños de limpieza. ",,No hay. ,"Alcohol Isopropilico.

Paños de limpieza. ",,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
293|2|0|5295001R001,293,,5295001R001,Ipcu 2 ch  positive ,,5295001R001,Ipcu 2 ch  positive ,,,,5295001R001,,,false,2026-07-01T18:10:26.296Z
304|2|0|,304,,,N/C,,,N/C,,,,,,,false,2026-07-01T18:10:26.296Z
305|2|0|Sin número,305,,Sin número   ,"Grasa Ep2.  
Limpia contacto. 
Paños de limpieza.  
Alcohol isopropilico. 
",,Sin número   ,"Grasa Ep2.  
Limpia contacto. 
Paños de limpieza.  
Alcohol isopropilico. 
",,,,Sin número   ,,,false,2026-07-01T18:10:26.296Z
308|3|0|N/C,308,,N/C,"Grasa Multiuso EP-2,alcohol isopropilico, wd-40, limpia contacto, paños de limpieza.",,N/C,"Grasa Multiuso EP-2,alcohol isopropilico, wd-40, limpia contacto, paños de limpieza.",,,,N/C,,,false,2026-07-01T18:10:26.296Z
308|2|0|1020850 serial nro.2109688,308,,1020850 serial nro.2109688,Programmed PCB (PPG),,1020850 serial nro.2109688,Programmed PCB (PPG),,,,1020850 serial nro.2109688,,,false,2026-07-01T18:10:26.296Z
309|2|0|No hay.,309,,No hay. ,Grasa.  WD40.  Aceite de máquina. ,,No hay. ,Grasa.  WD40.  Aceite de máquina. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
312|2|0|1016476,312,,1016476,"2 x Kit Tornillo, Motor y Nuez de Lámina Agility",,1016476,"2 x Kit Tornillo, Motor y Nuez de Lámina Agility",,,,1016476,,,false,2026-07-01T18:10:26.296Z
313|3|0|1516940,313,,1516940,2 x Leaf Motor Drive Module PCB,,1516940,2 x Leaf Motor Drive Module PCB,,,,1516940,,,false,2026-07-01T18:10:26.296Z
313|4|0|1016476,313,,1016476,4 x Kit Tornillo Nuez y Motor,,1016476,4 x Kit Tornillo Nuez y Motor,,,,1016476,,,false,2026-07-01T18:10:26.296Z
313|2|0|1507089,313,,1507089,Router PCB,,1507089,Router PCB,,,,1507089,,,false,2026-07-01T18:10:26.296Z
320|2|0|45133308710,320,,45133308710,Fuente de Poder,,45133308710,Fuente de Poder,,,,45133308710,,,false,2026-07-01T18:10:26.296Z
323|4|0|4513 330 4800,323,,4513 330 4800, Electron Gun Assy,,4513 330 4800, Electron Gun Assy,,,,4513 330 4800,,,false,2026-07-01T18:10:26.296Z
294|2|0|No hay.,294,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
295|2|0|No hay.,295,,"No hay. 

   ","No hay. 
",,"No hay. 

   ","No hay. 
",,,,"No hay. 

   ",,,false,2026-07-01T18:10:26.296Z
296|2|0|N/A,296,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
301|2|0|No hay,301,,No hay ,"Repiza metálica de 60 x 23,5 Cm

Pack teclado y mouse. Marca Ultra.

Tornillos rosca. 

Tarugos de volcanita. 

Amarras plásticas.  

",,No hay ,"Repiza metálica de 60 x 23,5 Cm

Pack teclado y mouse. Marca Ultra.

Tornillos rosca. 

Tarugos de volcanita. 

Amarras plásticas.  

",,,,No hay ,,,false,2026-07-01T18:10:26.296Z
302|2|0|no hay,302,,no hay,no hay,,no hay,no hay,,,,no hay,,,false,2026-07-01T18:10:26.296Z
307|2|0|,307,,,2 filtros de agua,,,2 filtros de agua,,,,,,,false,2026-07-01T18:10:26.296Z
311|2|0|101674,311,,101674,"2 Nr. Kit spares, DLG Brake. ",,101674,"2 Nr. Kit spares, DLG Brake. ",,,,101674,,,false,2026-07-01T18:10:26.296Z
317|3|0|4513332644304F,317,,4513332644304F,01 Motor Assembly,,4513332644304F,01 Motor Assembly,,,,4513332644304F,,,false,2026-07-01T18:10:26.296Z
317|2|0|8113024252101J,317,,8113024252101J,01 Lead Screw Assembly,,8113024252101J,01 Lead Screw Assembly,,,,8113024252101J,,,false,2026-07-01T18:10:26.296Z
318|2|0|No hay.,318,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
329|2|0|N/A,329,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
332|2|0|1015459,332,,1015459,Tarjeta electrónica Linac Interface Board (LIB),,1015459,Tarjeta electrónica Linac Interface Board (LIB),,,,1015459,,,false,2026-07-01T18:10:26.296Z
333|2|0|at-a3004,333,,at-a3004,Filament Driver,,at-a3004,Filament Driver,,,,at-a3004,,,false,2026-07-01T18:10:26.296Z
335|2|0|SN,335,,SN,N/C,,SN,N/C,,,,SN,,,false,2026-07-01T18:10:26.296Z
336|2|0|1022096,336,,1022096,FAN ASSY 70X70X15MM,,1022096,FAN ASSY 70X70X15MM,,,,1022096,,,false,2026-07-01T18:10:26.296Z
337|2|0|NC,337,,NC,"Wd-40 ; grasa multiuso, alcohol isopropilico, limpia contacto, paños de limpieza. ",,NC,"Wd-40 ; grasa multiuso, alcohol isopropilico, limpia contacto, paños de limpieza. ",,,,NC,,,false,2026-07-01T18:10:26.296Z
324|2|0|N/A,324,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
325|2|0|No hay,325,,No hay  ,No hay. ,,No hay  ,No hay. ,,,,No hay  ,,,false,2026-07-01T18:10:26.296Z
326|3|0|4513332644304F,326,,4513332644304F,01 motor Assembly,,4513332644304F,01 motor Assembly,,,,4513332644304F,,,false,2026-07-01T18:10:26.296Z
326|2|0|8113024252101J,326,,8113024252101J,01 leadscrew assy,,8113024252101J,01 leadscrew assy,,,,8113024252101J,,,false,2026-07-01T18:10:26.296Z
328|2|0|NC,328,,NC,NC,,NC,NC,,,,NC,,,false,2026-07-01T18:10:26.296Z
339|2|0|153848,339,,153848,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",,153848,"PCB ASSY, DLG AND DIAPHRAGM DRIVE",,,,153848,,,false,2026-07-01T18:10:26.296Z
340|2|0|SN,340,,SN,NC,,SN,NC,,,,SN,,,false,2026-07-01T18:10:26.296Z
342|2|0|No hay.,342,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
345|2|0|1510261,345,,1510261,Panel MV,,1510261,Panel MV,,,,1510261,,,false,2026-07-01T18:10:26.296Z
346|2|0|,346,,,FUSIBLE DE 10 AMP. 250 Volts,,,FUSIBLE DE 10 AMP. 250 Volts,,,,,,,false,2026-07-01T18:10:26.296Z
351|2|0|No hay.,351,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
355|2|0|N/A,355,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
"356|2|0|Lead 8113024252101J. 
Motor 4513332644304F.",356,,"Lead 8113024252101J. 
Motor 4513332644304F. ","Motor Assy.
Lead Screw Assemly. ",,"Lead 8113024252101J. 
Motor 4513332644304F. ","Motor Assy.
Lead Screw Assemly. ",,,,"Lead 8113024252101J. 
Motor 4513332644304F. ",,,false,2026-07-01T18:10:26.296Z
357|2|0|Sin número.,357,,Sin número.  ,"2 Nr. Baterías UPS proporcionadas por clínica.  CJ12-7,2. ",,Sin número.  ,"2 Nr. Baterías UPS proporcionadas por clínica.  CJ12-7,2. ",,,,Sin número.  ,,,false,2026-07-01T18:10:26.296Z
362|5|0|,362,,,Grasa Especial para Agility,,,Grasa Especial para Agility,,,,,,,false,2026-07-01T18:10:26.296Z
347|2|0|N/A,347,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
348|2|0|N/A,348,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
349|2|0|N/A,349,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
352|4|0|,352,,,Generador 400 v para XVI,,,Generador 400 v para XVI,,,,,,,false,2026-07-01T18:10:26.296Z
359|2|0|,359,,,Fuse 32V 10A,,,Fuse 32V 10A,,,,,,,false,2026-07-01T18:10:26.296Z
360|2|0|55.32.9.024.0040.,360,,55.32.9.024.0040. ,Relay Finder 24 Vdc. (proporcionado por clinica)  ,,55.32.9.024.0040. ,Relay Finder 24 Vdc. (proporcionado por clinica)  ,,,,55.32.9.024.0040. ,,,false,2026-07-01T18:10:26.296Z
361|2|0|N/A,361,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
366|5|0|1500998,366,,1500998,Projector Led Assy Led,,1500998,Projector Led Assy Led,,,,1500998,,,false,2026-07-01T18:10:26.296Z
366|4|0|1010848,366,,1010848,Espejo Mylar,,1010848,Espejo Mylar,,,,1010848,,,false,2026-07-01T18:10:26.296Z
375|2|0|No hay.,375,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
377|2|0|1516727,377,,1516727,Beam Mu Dose Module,,1516727,Beam Mu Dose Module,,,,1516727,,,false,2026-07-01T18:10:26.296Z
378|2|0|1016478,378,,1016478,1Nr. Leaf key spares long. ,,1016478,1Nr. Leaf key spares long. ,,,,1016478,,,false,2026-07-01T18:10:26.296Z
380|2|0|No,380,,No,No,,No,No,,,,No,,,false,2026-07-01T18:10:26.296Z
381|2|0|THK AFB-LF+70,381,,THK AFB-LF+70,Grasa de propósito general. ,,THK AFB-LF+70,Grasa de propósito general. ,,,,THK AFB-LF+70,,,false,2026-07-01T18:10:26.296Z
382|2|0|,382,,,Gun and Filament Assembly,,,Gun and Filament Assembly,,,,,,,false,2026-07-01T18:10:26.296Z
383|2|0|,383,,,"Kit de FCO, Grasa, Cotones.",,,"Kit de FCO, Grasa, Cotones.",,,,,,,false,2026-07-01T18:10:26.296Z
384|2|0|1500954,384,,1500954,"PCB controladora de Telemetro "" VOLTAGE REGULATOR PCB ASSY""",,1500954,"PCB controladora de Telemetro "" VOLTAGE REGULATOR PCB ASSY""",,,,1500954,,,false,2026-07-01T18:10:26.296Z
385|2|0|No hay.,385,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
386|2|0|45133315188,386,,45133315188,"2Nr. Strut, gas modified. ",,45133315188,"2Nr. Strut, gas modified. ",,,,45133315188,,,false,2026-07-01T18:10:26.296Z
388|2|0|No hay.,388,,No hay. ,No hay.  ,,No hay. ,No hay.  ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
390|2|0|No hay.,390,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
391|2|0|N/A,391,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
392|2|0|N/A,392,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
393|2|0|RG8U,393,,RG8U,Cable coaxial ,,RG8U,Cable coaxial ,,,,RG8U,,,false,2026-07-01T18:10:26.296Z
394|2|0|N/A,394,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
371|2|0|No hay.,371,,No hay. ,"Golilla segers. 
",,No hay. ,"Golilla segers. 
",,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
389|2|0|No hay.,389,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
396|2|0|sin numero,396,,sin numero,"paños de limpieza , pinceles suaves",,sin numero,"paños de limpieza , pinceles suaves",,,,sin numero,,,false,2026-07-01T18:10:26.296Z
402|2|0|SN,402,,SN,No aplica,,SN,No aplica,,,,SN,,,false,2026-07-01T18:10:26.296Z
403|2|0|N/A,403,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
404|2|0|SN,404,,SN,teclado HP y mouse ,,SN,teclado HP y mouse ,,,,SN,,,false,2026-07-01T18:10:26.296Z
405|2|0|No hay.,405,,No hay. ,Golilla segers,,No hay. ,Golilla segers,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
406|2|0|No hay.,406,,No hay. ,"No hay. 
 ",,No hay. ,"No hay. 
 ",,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
407|2|0|ZN11E9RZ,407,,ZN11E9RZ,Disco Duro Seagates 1TB Barracuda,,ZN11E9RZ,Disco Duro Seagates 1TB Barracuda,,,,ZN11E9RZ,,,false,2026-07-01T18:10:26.296Z
408|2|0|N/A,408,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
410|2|0|SN,410,,SN,NO APLICA ,,SN,NO APLICA ,,,,SN,,,false,2026-07-01T18:10:26.296Z
411|2|0|No hay.,411,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
413|2|0|N/A,413,,N/A,N/A,,N/A,N/A,,,,N/A,,,false,2026-07-01T18:10:26.296Z
414|2|0|SN,414,,SN,No aplica,,SN,No aplica,,,,SN,,,false,2026-07-01T18:10:26.296Z
415|2|0|No hay.,415,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
417|2|0|No hay.,417,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
418|2|0|S/S,418,,S/S,Halogen Optic Lamp 12V-75W,,S/S,Halogen Optic Lamp 12V-75W,,,,S/S,,,false,2026-07-01T18:10:26.296Z
419|2|0|A3004-10.   N/S S1522 PRP,419,,A3004-10.   N/S S1522 PRP,PCB Filament Drive. ,,A3004-10.   N/S S1522 PRP,PCB Filament Drive. ,,,,A3004-10.   N/S S1522 PRP,,,false,2026-07-01T18:10:26.296Z
420|2|0|No hay.,420,,No hay. ,"Puente de diodos KBPC5010. 
Transistores Phillips BU508V. 
Fusibles 2A 250V. ",,No hay. ,"Puente de diodos KBPC5010. 
Transistores Phillips BU508V. 
Fusibles 2A 250V. ",,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
421|2|0|No hay,421,,No hay  ,"Aceite de lubricación.

Limpia contactos.

Paño de limpieza.

Grasa EP2.

",,No hay  ,"Aceite de lubricación.

Limpia contactos.

Paño de limpieza.

Grasa EP2.

",,,,No hay  ,,,false,2026-07-01T18:10:26.296Z
422|3|0|,422,,,cable UTP cat 5 - 100 metros,,,cable UTP cat 5 - 100 metros,,,,,,,false,2026-07-01T18:10:26.296Z
422|2|0|,422,,,Sistema de extensión USB cat 5,,,Sistema de extensión USB cat 5,,,,,,,false,2026-07-01T18:10:26.296Z
423|2|0|T 821321900352,423,,T 821321900352,Fuse 32 x 6.  10A,,T 821321900352,Fuse 32 x 6.  10A,,,,T 821321900352,,,false,2026-07-01T18:10:26.296Z
425|2|0|No hay.,425,,No hay. ,"No hay. 
",,No hay. ,"No hay. 
",,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
428|2|0|NA,428,,NA,NA,,NA,NA,,,,NA,,,false,2026-07-01T18:10:26.296Z
"429|2|0|T 821321900352
Y 821321900350",429,,"T 821321900352
Y 821321900350","Fuse 32V/10A
Fuse 250V/500mA",,"T 821321900352
Y 821321900350","Fuse 32V/10A
Fuse 250V/500mA",,,,"T 821321900352
Y 821321900350",,,false,2026-07-01T18:10:26.296Z
433|2|0|32V10A,433,,32V10A,Fusible retardo 10A,,32V10A,Fusible retardo 10A,,,,32V10A,,,false,2026-07-01T18:10:26.296Z
434|2|0|No hay.,434,,No hay. ,No hay. ,,No hay. ,No hay. ,,,,No hay. ,,,false,2026-07-01T18:10:26.296Z
435|2|0|465111028,435,,465111028,OSRAM Lamp 48870 WFL ES,,465111028,OSRAM Lamp 48870 WFL ES,,,,465111028,,,false,2026-07-01T18:10:26.296Z
437|2|0|WD10EZEX,437,,WD10EZEX,Disco Duro Western digital 1TB,,WD10EZEX,Disco Duro Western digital 1TB,,,,WD10EZEX,,,false,2026-07-01T18:10:26.296Z
440|2|0|CX 1154L 45133165177,440,,CX 1154L 45133165177,Thyratron.,,"1) CX 1154L 45133165177
2) 1015493
3) 1502964
4) 4513332764704c
5) 45133164423
6) 45133326275
7) 10 Litros
","1) Thyratron.
2) Expansión  pressure Vessel
3) Spare kit Led Field lamp
4) Fan Sub Assy
5) Filtre Element
6) Screen Assembly
7) Agua Bidestilada",,,,CX 1154L 45133165177,,,false,2026-07-01T18:10:26.296Z
440|2|1|1015493,440,,1015493,Expansión  pressure Vessel,,"1) CX 1154L 45133165177
2) 1015493
3) 1502964
4) 4513332764704c
5) 45133164423
6) 45133326275
7) 10 Litros
","1) Thyratron.
2) Expansión  pressure Vessel
3) Spare kit Led Field lamp
4) Fan Sub Assy
5) Filtre Element
6) Screen Assembly
7) Agua Bidestilada",,,,1015493,,,false,2026-07-01T18:10:26.296Z
440|2|2|1502964,440,,1502964,Spare kit Led Field lamp,,"1) CX 1154L 45133165177
2) 1015493
3) 1502964
4) 4513332764704c
5) 45133164423
6) 45133326275
7) 10 Litros
","1) Thyratron.
2) Expansión  pressure Vessel
3) Spare kit Led Field lamp
4) Fan Sub Assy
5) Filtre Element
6) Screen Assembly
7) Agua Bidestilada",,,,1502964,,,false,2026-07-01T18:10:26.296Z
440|2|3|4513332764704c,440,,4513332764704c,Fan Sub Assy,,"1) CX 1154L 45133165177
2) 1015493
3) 1502964
4) 4513332764704c
5) 45133164423
6) 45133326275
7) 10 Litros
","1) Thyratron.
2) Expansión  pressure Vessel
3) Spare kit Led Field lamp
4) Fan Sub Assy
5) Filtre Element
6) Screen Assembly
7) Agua Bidestilada",,,,4513332764704c,,,false,2026-07-01T18:10:26.296Z
440|2|4|45133164423,440,,45133164423,Filtre Element,,"1) CX 1154L 45133165177
2) 1015493
3) 1502964
4) 4513332764704c
5) 45133164423
6) 45133326275
7) 10 Litros
","1) Thyratron.
2) Expansión  pressure Vessel
3) Spare kit Led Field lamp
4) Fan Sub Assy
5) Filtre Element
6) Screen Assembly
7) Agua Bidestilada",,,,45133164423,,,false,2026-07-01T18:10:26.296Z
440|2|5|45133326275,440,,45133326275,Screen Assembly,,"1) CX 1154L 45133165177
2) 1015493
3) 1502964
4) 4513332764704c
5) 45133164423
6) 45133326275
7) 10 Litros
","1) Thyratron.
2) Expansión  pressure Vessel
3) Spare kit Led Field lamp
4) Fan Sub Assy
5) Filtre Element
6) Screen Assembly
7) Agua Bidestilada",,,,45133326275,,,false,2026-07-01T18:10:26.296Z
