report_field_id,fieldbeat_task_id,group_name,group_index,group_copy_of,is_group_copy,field_name,field_index,field_type,field_value,field_comment,mandatory,possible_values,etag,extracted_at
2219|ENTREGA|4|OBSERVACIONES|5,2219,ENTREGA,4,,false,OBSERVACIONES,5,TEXT,Equipo operativo ,,false,,"W/""datetime'2023-12-01T19:38:33.0301441Z'""",2026-08-03T22:08:29.382Z
2219|ENTREGA|4|HABILITADO PARA USO CLINICO|4,2219,ENTREGA,4,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,Si,,false,,"W/""datetime'2023-12-01T19:38:33.0422273Z'""",2026-08-03T22:08:29.382Z
2219|ENTREGA|4|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,2219,ENTREGA,4,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,"W/""datetime'2023-12-01T19:38:33.0526721Z'""",2026-08-03T22:08:29.382Z
2219|ENTREGA|4|FECHA Y HORA DE ENTREGA|2,2219,ENTREGA,4,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,01/12/2023 16:30,,true,,"W/""datetime'2023-12-01T19:38:33.0631169Z'""",2026-08-03T22:08:29.382Z
2219|ENTREGA|4|INTERVENCION FINALIZADA|1,2219,ENTREGA,4,,false,INTERVENCION FINALIZADA,1,BOOLEAN,Si,,true,,"W/""datetime'2023-12-01T19:38:33.0738689Z'""",2026-08-03T22:08:29.382Z
2219|REPUESTOS|2|NUMERO DE PARTE|2,2219,REPUESTOS,2,,false,NUMERO DE PARTE,2,TEXT,T00010986-01-L1,,false,,"W/""datetime'2023-12-01T19:38:33.1037697Z'""",2026-08-03T22:08:29.382Z
2219|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,2219,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO,1,TEXT,Soporte Jeringa 5ml ,,false,,"W/""datetime'2023-12-01T19:38:33.1140097Z'""",2026-08-03T22:08:29.382Z
2219|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|7,2219,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,7,TEXT,Se enviaran reportes en PDF del mantenimiento. ,,false,,"W/""datetime'2023-12-01T19:38:33.1236353Z'""",2026-08-03T22:08:29.382Z
2219|DESCRIPCIÓN DE LA INTERVENCIÓN|1|COMENTE EL DESPERFECTO|6,2219,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,COMENTE EL DESPERFECTO,6,TEXT,,,false,,"W/""datetime'2023-12-01T19:38:33.1326465Z'""",2026-08-03T22:08:29.382Z
2219|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|5,2219,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,5,MULTIPLE,Otro,Mantenimiento preventivo ,true,"Carga de Componentes,Elaboración de Preparaciones,Sistema de Ventilación,Sistema de Enfriamiento,Temperatura de Máquina,Base de Datos de Preparaciones,Otro","W/""datetime'2023-12-01T19:38:33.1428865Z'""",2026-08-03T22:08:29.382Z
2219|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NOMBRE DEL INGENIERO ADICIONAL|4,2219,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,"ALEJANDRO CORBEA,ANDREE DIAZ",,false,"JOSE ECHEVERRIA,RUBEN CAMMALLERI,ALEJANDRO CORBEA,ANDREE DIAZ,OTRO (COMENTE)","W/""datetime'2023-12-01T19:38:33.1529217Z'""",2026-08-03T22:08:29.382Z
2219|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE TERMINO DEL TRABAJO|3,2219,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE TERMINO DEL TRABAJO,3,DATETIME,01/12/2023 16:30,,true,,"W/""datetime'2023-12-01T19:38:33.1635713Z'""",2026-08-03T22:08:29.382Z
2219|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|2,2219,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,2,DATETIME,01/12/2023 09:30,,true,,"W/""datetime'2023-12-01T19:38:33.1725825Z'""",2026-08-03T22:08:29.382Z
2219|DESCRIPCIÓN DE LA INTERVENCIÓN|1|TRABAJO REALIZADO|1,2219,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,TRABAJO REALIZADO,1,TEXT,"Se realiza según protocolo de mantenimiento el chequeo del equipo.

- Se ajustaron los sistemas de cierre de puertas para área de carrusel y desechos, los cuales dejaban las puertas sin el adecuado cierre.
- Se ajusto tope de puerta deslizante.
- Se reemplazan 2 soportes de jeringa en carrusel, Sector7 Jeringa 5ml y Sector8 Jeringa 20ml
- Se ajustó altura de viales Posición 2 en 109mm y Posición 3 en 33mm
- Se limpio area de dosificación de jeringas que tenía restos de medicamento y dificultaba la apertura.
- Se limpia filtro de bomba de sueros con 350mL de agua bidestilada
- Se ajusto cierre de puertas de desechos la cual estaba desnivelada y no cerraba.
- Se ajusta la presión de salida del equipo en 160Pa ya que su valor de lectura fue de 171Pa, luego del ajuste queda en su valor referencia.",,true,,"W/""datetime'2023-12-01T19:38:33.1827201Z'""",2026-08-03T22:08:29.382Z
2220|ENTREGA|3|EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN|6,2220,ENTREGA,3,,false,EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN,6,BOOLEAN,Si,,false,,"W/""datetime'2023-12-01T17:57:14.5947137Z'""",2026-08-03T22:08:29.382Z
2220|ENTREGA|3|OBSERVACIONES|5,2220,ENTREGA,3,,false,OBSERVACIONES,5,TEXT,Equipo Operativo ,,false,,"W/""datetime'2023-12-01T17:57:14.6036225Z'""",2026-08-03T22:08:29.382Z
2220|ENTREGA|3|HABILITADO PARA USO CLINICO|4,2220,ENTREGA,3,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,Si,,false,,"W/""datetime'2023-12-01T17:57:14.6140673Z'""",2026-08-03T22:08:29.382Z
2220|ENTREGA|3|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,2220,ENTREGA,3,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,"W/""datetime'2023-12-01T17:57:14.6238977Z'""",2026-08-03T22:08:29.382Z
2220|ENTREGA|3|FECHA Y HORA DE ENTREGA|2,2220,ENTREGA,3,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,01/12/2023 14:55,,true,,"W/""datetime'2023-12-01T17:57:14.6334209Z'""",2026-08-03T22:08:29.382Z
2220|ENTREGA|3|INTERVENCION FINALIZADA|1,2220,ENTREGA,3,,false,INTERVENCION FINALIZADA,1,BOOLEAN,Si,,true,,"W/""datetime'2023-12-01T17:57:14.6428417Z'""",2026-08-03T22:08:29.382Z
2220|CONTROLES DE CALIDAD RECOMENDADOS|5|CONTROL DE CALIDAD|1,2220,CONTROLES DE CALIDAD RECOMENDADOS,5,,false,CONTROL DE CALIDAD,1,MULTIPLE,MECANICO DE GANTRY,,true,"DIARIO,MECANICO DE GANTRY,MECANICO DE MESA,MECANICO DE PANELES,CABEZAL / MLC,IMAGEN 2D,IMAGEN 3D,DOSIMETRICO,OTROS (COMENTE)","W/""datetime'2023-12-01T17:57:14.5731073Z'""",2026-08-03T22:08:29.382Z
2220|REPUESTOS|2|NUMERO DE PARTE|2,2220,REPUESTOS,2,,false,NUMERO DE PARTE,2,TEXT,,,false,,"W/""datetime'2023-12-01T17:57:14.6519553Z'""",2026-08-03T22:08:29.382Z
2220|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,2220,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO,1,TEXT,,,false,,"W/""datetime'2023-12-01T17:57:14.6621953Z'""",2026-08-03T22:08:29.382Z
2220|AFECTACIÓN DE DOSIMETRÍA DEL HAZ|4|¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?|1,2220,AFECTACIÓN DE DOSIMETRÍA DEL HAZ,4,,false,¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?,1,BOOLEAN,No,,false,,"W/""datetime'2023-12-01T17:57:14.5845761Z'""",2026-08-03T22:08:29.382Z
2220|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|7,2220,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,7,TEXT,Se requiere de un material más resistente que pueda soportar la fricción del contrapeso.,,false,,"W/""datetime'2023-12-01T17:57:14.6730497Z'""",2026-08-03T22:08:29.382Z
2220|DESCRIPCIÓN DE LA INTERVENCIÓN|1|COMENTE EL DESPERFECTO|6,2220,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,COMENTE EL DESPERFECTO,6,TEXT,,,false,,"W/""datetime'2023-12-01T17:57:14.6816513Z'""",2026-08-03T22:08:29.382Z
2220|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|5,2220,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,5,MULTIPLE,XVI,,true,"DOSIMETRIA DEL HAZ,PARAMETROS GEOMETRICOS,CABEZAL MULTIHOJA,MESA PRECISE - HEXAPOD,CHILLER,XVI,IVIEWGT,ESTABILIZADOR DE VOLTAJE (XVI),ODI,CCP,OTROS (COMENTE)","W/""datetime'2023-12-01T17:57:14.6915841Z'""",2026-08-03T22:08:29.382Z
2220|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NOMBRE DEL INGENIERO ADICIONAL|4,2220,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,OTROS (COMENTE),,true,"ROBERTO AGUILA,VICTOR ARENAS,EDUARDO BECKER,RUBEN CAMMALLERI,CARLOS CARRASQUEL,ALEJANDRO CORBEA,JOSE ECHEVERRIA,RAFAEL GUAPACHE,GONZALO LOPEZ,MANUEL REYES,MANUEL CABALLERO,MAURICIO ABREU,OTROS (COMENTE)","W/""datetime'2023-12-01T17:57:14.7035649Z'""",2026-08-03T22:08:29.382Z
2220|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE TERMINO DEL TRABAJO|3,2220,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE TERMINO DEL TRABAJO,3,DATETIME,01/12/2023 14:54,,true,,"W/""datetime'2023-12-01T17:57:14.7138049Z'""",2026-08-03T22:08:29.382Z
2220|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|2,2220,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,2,DATETIME,01/12/2023 14:15,,true,,"W/""datetime'2023-12-01T17:57:14.7234305Z'""",2026-08-03T22:08:29.382Z
2220|DESCRIPCIÓN DE LA INTERVENCIÓN|1|TRABAJO REALIZADO|1,2220,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,TRABAJO REALIZADO,1,TEXT,"Se realiza inspección del ruido determinando que proviene del XVI, se verifica que el movimiento del contrapeso provocaba el ruido, se procedió a colocar un trozo de foam para amortiguar el movimiento y silenciar el ruido. ",,true,,"W/""datetime'2023-12-01T17:57:14.7343873Z'""",2026-08-03T22:08:29.382Z
2221|ENTREGA|3|EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN|6,2221,ENTREGA,3,,false,EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN,6,BOOLEAN,Si,,false,,"W/""datetime'2023-12-02T00:13:47.1643649Z'""",2026-08-03T22:08:29.382Z
2221|ENTREGA|3|OBSERVACIONES|5,2221,ENTREGA,3,,false,OBSERVACIONES,5,TEXT,,,false,,"W/""datetime'2023-12-02T00:13:47.1741953Z'""",2026-08-03T22:08:29.382Z
2221|ENTREGA|3|HABILITADO PARA USO CLINICO|4,2221,ENTREGA,3,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,Si,,false,,"W/""datetime'2023-12-02T00:13:47.1822849Z'""",2026-08-03T22:08:29.382Z
2221|ENTREGA|3|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,2221,ENTREGA,3,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,"W/""datetime'2023-12-02T00:13:47.1930369Z'""",2026-08-03T22:08:29.382Z
2221|ENTREGA|3|FECHA Y HORA DE ENTREGA|2,2221,ENTREGA,3,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,01/12/2023 20:59,,true,,"W/""datetime'2023-12-02T00:13:47.2023553Z'""",2026-08-03T22:08:29.382Z
2221|ENTREGA|3|INTERVENCION FINALIZADA|1,2221,ENTREGA,3,,false,INTERVENCION FINALIZADA,1,BOOLEAN,Si,,true,,"W/""datetime'2023-12-02T00:13:47.2143361Z'""",2026-08-03T22:08:29.382Z
2221|CONTROLES DE CALIDAD RECOMENDADOS|5|CONTROL DE CALIDAD|1,2221,CONTROLES DE CALIDAD RECOMENDADOS,5,,false,CONTROL DE CALIDAD,1,MULTIPLE,"DIARIO,MECANICO DE GANTRY,MECANICO DE MESA,MECANICO DE PANELES,CABEZAL / MLC,IMAGEN 2D,IMAGEN 3D",,true,"DIARIO,MECANICO DE GANTRY,MECANICO DE MESA,MECANICO DE PANELES,CABEZAL / MLC,IMAGEN 2D,IMAGEN 3D,DOSIMETRICO,OTROS (COMENTE)","W/""datetime'2023-12-02T00:13:47.1412225Z'""",2026-08-03T22:08:29.382Z
2221|REPUESTOS|2|NUMERO DE PARTE|2,2221,REPUESTOS,2,,false,NUMERO DE PARTE,2,TEXT,,,false,,"W/""datetime'2023-12-02T00:13:47.2235521Z'""",2026-08-03T22:08:29.382Z
2221|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,2221,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO,1,TEXT,"W40, paños de limpiezas, limpia contacto, etc ",,false,,"W/""datetime'2023-12-02T00:13:47.2332801Z'""",2026-08-03T22:08:29.382Z
2221|AFECTACIÓN DE DOSIMETRÍA DEL HAZ|4|¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?|1,2221,AFECTACIÓN DE DOSIMETRÍA DEL HAZ,4,,false,¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?,1,BOOLEAN,No,,false,,"W/""datetime'2023-12-02T00:13:47.1550465Z'""",2026-08-03T22:08:29.382Z
2221|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|7,2221,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,7,TEXT,"mantenimiento según calendario, se realiza el cambio de batería de la ups de la camilla de tratamiento pero se le hará seguimiento para ver su comportamiento, se realiza mantenimiento de periféricos externos tales como; chiller, aire acondicionados, estabilizador y aire del bunker",,false,,"W/""datetime'2023-12-02T00:13:47.2428033Z'""",2026-08-03T22:08:29.382Z
2221|DESCRIPCIÓN DE LA INTERVENCIÓN|1|COMENTE EL DESPERFECTO|6,2221,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,COMENTE EL DESPERFECTO,6,TEXT,se realiza mantenimiento del linac,,false,,"W/""datetime'2023-12-02T00:13:47.2517121Z'""",2026-08-03T22:08:29.382Z
2221|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|5,2221,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,5,MULTIPLE,OTROS (COMENTE),mantenimiento preventivo ,true,"DOSIMETRIA DEL HAZ,PARAMETROS GEOMETRICOS,CABEZAL MULTIHOJA,MESA PRECISE - HEXAPOD,CHILLER,XVI,IVIEWGT,ESTABILIZADOR DE VOLTAJE (XVI),ODI,CCP,OTROS (COMENTE)","W/""datetime'2023-12-02T00:13:47.2621569Z'""",2026-08-03T22:08:29.382Z
2221|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NOMBRE DEL INGENIERO ADICIONAL|4,2221,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,MAURICIO ABREU,,true,"ROBERTO AGUILA,VICTOR ARENAS,EDUARDO BECKER,RUBEN CAMMALLERI,CARLOS CARRASQUEL,ALEJANDRO CORBEA,JOSE ECHEVERRIA,RAFAEL GUAPACHE,GONZALO LOPEZ,MANUEL REYES,MANUEL CABALLERO,MAURICIO ABREU,OTROS (COMENTE)","W/""datetime'2023-12-02T00:13:47.2777217Z'""",2026-08-03T22:08:29.382Z
2221|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE TERMINO DEL TRABAJO|3,2221,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE TERMINO DEL TRABAJO,3,DATETIME,01/12/2023 20:29,,true,,"W/""datetime'2023-12-02T00:13:47.2872449Z'""",2026-08-03T22:08:29.382Z
2221|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|2,2221,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,2,DATETIME,01/12/2023 08:00,,true,,"W/""datetime'2023-12-02T00:13:47.2977921Z'""",2026-08-03T22:08:29.382Z
2221|DESCRIPCIÓN DE LA INTERVENCIÓN|1|TRABAJO REALIZADO|1,2221,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,TRABAJO REALIZADO,1,TEXT,se realiza el mantenimiento preventivo por calendario y se realiza limpiezas y optimizaciones de los sistemas ,,true,,"W/""datetime'2023-12-02T00:13:47.3068033Z'""",2026-08-03T22:08:29.382Z
2222|ENTREGA|3|EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN|6,2222,ENTREGA,3,,false,EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN,6,BOOLEAN,Si,,false,,"W/""datetime'2023-12-04T22:44:32.9093121Z'""",2026-08-03T22:08:29.382Z
2222|ENTREGA|3|OBSERVACIONES|5,2222,ENTREGA,3,,false,OBSERVACIONES,5,TEXT,Equipo Operativo ,,false,,"W/""datetime'2023-12-04T22:44:32.9247745Z'""",2026-08-03T22:08:29.382Z
2222|ENTREGA|3|HABILITADO PARA USO CLINICO|4,2222,ENTREGA,3,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,Si,,false,,"W/""datetime'2023-12-04T22:44:32.9402369Z'""",2026-08-03T22:08:29.382Z
2222|ENTREGA|3|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,2222,ENTREGA,3,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,"W/""datetime'2023-12-04T22:44:32.9543681Z'""",2026-08-03T22:08:29.382Z
2222|ENTREGA|3|FECHA Y HORA DE ENTREGA|2,2222,ENTREGA,3,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,04/12/2023 19:40,,true,,"W/""datetime'2023-12-04T22:44:32.9698305Z'""",2026-08-03T22:08:29.382Z
2222|ENTREGA|3|INTERVENCION FINALIZADA|1,2222,ENTREGA,3,,false,INTERVENCION FINALIZADA,1,BOOLEAN,Si,,true,,"W/""datetime'2023-12-04T22:44:32.9862145Z'""",2026-08-03T22:08:29.382Z
2222|CONTROLES DE CALIDAD RECOMENDADOS|5|CONTROL DE CALIDAD|1,2222,CONTROLES DE CALIDAD RECOMENDADOS,5,,false,CONTROL DE CALIDAD,1,MULTIPLE,MECANICO DE GANTRY,,true,"DIARIO,MECANICO DE GANTRY,MECANICO DE MESA,MECANICO DE PANELES,CABEZAL / MLC,IMAGEN 2D,IMAGEN 3D,DOSIMETRICO,OTROS (COMENTE)","W/""datetime'2023-12-04T22:44:32.8778753Z'""",2026-08-03T22:08:29.382Z
2222|REPUESTOS|2|NUMERO DE PARTE|2,2222,REPUESTOS,2,,false,NUMERO DE PARTE,2,TEXT,,,false,,"W/""datetime'2023-12-04T22:44:33.0005505Z'""",2026-08-03T22:08:29.382Z
2222|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,2222,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO,1,TEXT,,,false,,"W/""datetime'2023-12-04T22:44:33.0148865Z'""",2026-08-03T22:08:29.382Z
2222|AFECTACIÓN DE DOSIMETRÍA DEL HAZ|4|¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?|1,2222,AFECTACIÓN DE DOSIMETRÍA DEL HAZ,4,,false,¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?,1,BOOLEAN,No,,false,,"W/""datetime'2023-12-04T22:44:32.8948737Z'""",2026-08-03T22:08:29.382Z
2222|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|7,2222,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,7,TEXT,,,false,,"W/""datetime'2023-12-04T22:44:33.0304513Z'""",2026-08-03T22:08:29.382Z
2222|DESCRIPCIÓN DE LA INTERVENCIÓN|1|COMENTE EL DESPERFECTO|6,2222,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,COMENTE EL DESPERFECTO,6,TEXT,,,false,,"W/""datetime'2023-12-04T22:44:33.0450945Z'""",2026-08-03T22:08:29.382Z
2222|DESCRIPCIÓN DE LA INTERVENCIÓN|1|DESPERFECTO AFECTA A|5,2222,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,DESPERFECTO AFECTA A,5,MULTIPLE,OTROS (COMENTE),Tornillo suelto en cabezal,true,"DOSIMETRIA DEL HAZ,PARAMETROS GEOMETRICOS,CABEZAL MULTIHOJA,MESA PRECISE - HEXAPOD,CHILLER,XVI,IVIEWGT,ESTABILIZADOR DE VOLTAJE (XVI),ODI,CCP,OTROS (COMENTE)","W/""datetime'2023-12-04T22:44:33.0579969Z'""",2026-08-03T22:08:29.382Z
2222|DESCRIPCIÓN DE LA INTERVENCIÓN|1|NOMBRE DEL INGENIERO ADICIONAL|4,2222,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,NOMBRE DEL INGENIERO ADICIONAL,4,MULTIPLE,MAURICIO ABREU,,true,"ROBERTO AGUILA,VICTOR ARENAS,EDUARDO BECKER,RUBEN CAMMALLERI,CARLOS CARRASQUEL,ALEJANDRO CORBEA,JOSE ECHEVERRIA,RAFAEL GUAPACHE,GONZALO LOPEZ,MANUEL REYES,MANUEL CABALLERO,MAURICIO ABREU,OTROS (COMENTE)","W/""datetime'2023-12-04T22:44:33.0721281Z'""",2026-08-03T22:08:29.382Z
2222|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE TERMINO DEL TRABAJO|3,2222,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE TERMINO DEL TRABAJO,3,DATETIME,04/12/2023 19:34,,true,,"W/""datetime'2023-12-04T22:44:33.0865665Z'""",2026-08-03T22:08:29.382Z
2222|DESCRIPCIÓN DE LA INTERVENCIÓN|1|HORA DE INICIO DEL TRABAJO|2,2222,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,HORA DE INICIO DEL TRABAJO,2,DATETIME,04/12/2023 19:00,,true,,"W/""datetime'2023-12-04T22:44:33.0995713Z'""",2026-08-03T22:08:29.382Z
2222|DESCRIPCIÓN DE LA INTERVENCIÓN|1|TRABAJO REALIZADO|1,2222,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,TRABAJO REALIZADO,1,TEXT,Se retiraron las tapas del cabezal para ubicar la pieza causante el ruido. Se consiguió una golilla suelta y un Tornillo encontrado por los tecnologos. Se procedió a colocar en el lugar correspondiente con una golilla de presión adicional y asi intentar prevenir otro posible desajuste.,,true,,"W/""datetime'2023-12-04T22:44:33.1146241Z'""",2026-08-03T22:08:29.382Z
2223|ENTREGA|3|EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN|6,2223,ENTREGA,3,,false,EQUIPO SE ENCUENTRA OPERATIVO LUEGO DE LA INTERVENCIÓN,6,BOOLEAN,Si,,false,,"W/""datetime'2023-12-07T23:54:49.7119233Z'""",2026-08-03T22:08:29.382Z
2223|ENTREGA|3|OBSERVACIONES|5,2223,ENTREGA,3,,false,OBSERVACIONES,5,TEXT,,,false,,"W/""datetime'2023-12-07T23:54:49.7280001Z'""",2026-08-03T22:08:29.382Z
2223|ENTREGA|3|HABILITADO PARA USO CLINICO|4,2223,ENTREGA,3,,false,HABILITADO PARA USO CLINICO,4,BOOLEAN,Si,,false,,"W/""datetime'2023-12-07T23:54:49.7424385Z'""",2026-08-03T22:08:29.382Z
2223|ENTREGA|3|FECHA ESTIMADA DE PROXIMA INTERVENCION|3,2223,ENTREGA,3,,false,FECHA ESTIMADA DE PROXIMA INTERVENCION,3,DATE,,,true,,"W/""datetime'2023-12-07T23:54:49.7574913Z'""",2026-08-03T22:08:29.382Z
2223|ENTREGA|3|FECHA Y HORA DE ENTREGA|2,2223,ENTREGA,3,,false,FECHA Y HORA DE ENTREGA,2,DATETIME,07/12/2023 20:35,,true,,"W/""datetime'2023-12-07T23:54:49.7725441Z'""",2026-08-03T22:08:29.382Z
2223|ENTREGA|3|INTERVENCION FINALIZADA|1,2223,ENTREGA,3,,false,INTERVENCION FINALIZADA,1,BOOLEAN,Si,,true,,"W/""datetime'2023-12-07T23:54:49.7926145Z'""",2026-08-03T22:08:29.382Z
2223|CONTROLES DE CALIDAD RECOMENDADOS|5|CONTROL DE CALIDAD|1,2223,CONTROLES DE CALIDAD RECOMENDADOS,5,,false,CONTROL DE CALIDAD,1,MULTIPLE,DIARIO,,true,"DIARIO,MECANICO DE GANTRY,MECANICO DE MESA,MECANICO DE PANELES,CABEZAL / MLC,IMAGEN 2D,IMAGEN 3D,DOSIMETRICO,OTROS (COMENTE)","W/""datetime'2023-12-07T23:54:49.6784385Z'""",2026-08-03T22:08:29.382Z
2223|REPUESTOS|2|NUMERO DE PARTE|2,2223,REPUESTOS,2,,false,NUMERO DE PARTE,2,TEXT,,,false,,"W/""datetime'2023-12-07T23:54:49.8075649Z'""",2026-08-03T22:08:29.382Z
2223|REPUESTOS|2|NOMBRE DEL REPUESTO O INSUMO UTILIZADO|1,2223,REPUESTOS,2,,false,NOMBRE DEL REPUESTO O INSUMO UTILIZADO,1,TEXT,,,false,,"W/""datetime'2023-12-07T23:54:49.8233345Z'""",2026-08-03T22:08:29.382Z
2223|AFECTACIÓN DE DOSIMETRÍA DEL HAZ|4|¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?|1,2223,AFECTACIÓN DE DOSIMETRÍA DEL HAZ,4,,false,¿INTERVENCIÓN AFECTA DOSIMETRÍA DEL HAZ?,1,BOOLEAN,No,,false,,"W/""datetime'2023-12-07T23:54:49.6971777Z'""",2026-08-03T22:08:29.382Z
2223|DESCRIPCIÓN DE LA INTERVENCIÓN|1|OBSERVACIONES DEL TRABAJO|8,2223,DESCRIPCIÓN DE LA INTERVENCIÓN,1,,false,OBSERVACIONES DEL TRABAJO,8,TEXT,,,false,,"W/""datetime'2023-12-07T23:54:49.8376705Z'""",2026-08-03T22:08:29.382Z
