fieldbeat_task_id,fieldbeat_task_date,client_key,client_rut,client_name,task_type,task_state,technician_names,equipment_internal_ids,linked_zendesk_ticket_id,zendesk_join_status,used_parts_count,matched_used_parts_count,placeholder_used_parts_count,unmatched_used_parts_count,ambiguous_used_parts_count,review_required_used_parts_count,dolibarr_refs,dolibarr_product_ids,used_part_numbers,used_part_names,part_match_statuses,part_match_methods,report_quality_status
1570,2022-08-08T12:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,,SENT,rguapache,Linac-153935,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1571,2022-08-08T12:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,rguapache,Linac-153935,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1572,2022-08-08T12:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,rcammalleri,APOTECA-CHEMO,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,na,na,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1573,2022-08-08T17:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,rguapache,Linac-153935,,NO_TICKET_REPORTED,3,3,0,0,0,0,1018559|1549816|1517657,10724|10416|10701,1018559|1549816|1517657,"(2) FAN dobles para PCB Motor Drive|Bomba de Agua LOWARA|PCB Assy, Leaf Motor Drive",MATCHED,REF_EXACT,OK
1574,2022-08-08T19:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,FINISHED,aecheverria,Linac-109256,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1575,2022-08-09T03:02:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,PREVENTIVA PROGRAMADA,FINISHED,rguapache,Linac-153935,,NO_TICKET_REPORTED,2,1,0,1,0,1,1026565,11028,1026565|1556292,"Temperature Controler|(2) Kit DLG, Brakes",MATCHED|NO_MATCH,REF_EXACT|NONE,HAS_UNMATCHED_PARTS
1576,2022-08-10T14:02:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,rguapache,Linac-153935,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1577,2022-08-12T12:30:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),76.746.730-3,CLÍNICA SANATORIO ALEMÁN (ONCORAD),PREVENTIVA PROGRAMADA,FINISHED,ebecker,Linac-201110,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1578,2022-08-12T12:30:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),76.746.730-3,CLÍNICA SANATORIO ALEMÁN (ONCORAD),CORRECTIVA NO PROGRAMADA,FINISHED,ebecker,HDR_10806,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1579,2022-08-12T19:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,rguapache,LINAC-153038,727739,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,4,4,0,0,0,2,1549509_FCO|1514986|1539233_FCO|1511862,12055|10131|11143|10121,1549509|1514986|1539233|1511862,"mod kit integrity R4.0.0|Diaphragm PCB|software medi kit, NSS 4.0|(4) AI12 PCB",MATCHED,REF_LIKE|REF_EXACT,REVIEW_REQUIRED
1580,2022-08-12T19:00:00.000Z,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,61.607.901-8,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA PROGRAMADA,FINISHED,raguila,,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,"451333264430
8113024_2521","01- motor assembly
01- leadscrew Assy",NO_MATCH,NONE,HAS_UNMATCHED_PARTS
1581,2022-08-16T21:39:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,rguapache,Linac-153935,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,45133412013,Detector Sync,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
1582,2022-08-17T15:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,ASISTENCIA REMOTA,FINISHED,rguapache,LINAC-153038,672716,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1583,2022-08-17T17:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA NO PROGRAMADA,FINISHED,rguapache,LINAC-153038,621172,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,1,0,0,0,0,1016518,11006,1016518,Detector Panel PSU (XRD- EPS),MATCHED,REF_EXACT,OK
1584,2022-08-19T13:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,REQUERIMIENTO DEL CLIENTE,FINISHED,acorbea,,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1585,2022-08-20T22:57:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,INC-INFINITY01,777777,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1586,2022-08-22T13:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,INSTALACION - INTEGRACION,FINISHED,varenas,Linac-109256,0001,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,1,0,0,1,,,,barcode e impresoras,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1587,2022-08-23T13:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,REQUERIMIENTO DEL CLIENTE,FINISHED,acorbea,Linac-109256,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1588,2022-08-23T22:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,rguapache,LINAC-153038,906153,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,0,1,0,1,,,101672,"Kit, spares Diaphragms Brakes (r)",NO_MATCH,NONE,HAS_UNMATCHED_PARTS
1589,2022-08-24T13:15:00.000Z,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,96.757.430-9,INRAD,CORRECTIVA PROGRAMADA,FINISHED,acorbea,Linac-201172,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1590,2022-08-24T21:30:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA PROGRAMADA,FINISHED,aecheverria,,950403,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1591,2022-08-25T12:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA NO PROGRAMADA,FINISHED,rcammalleri,APOTECA-CHEMO,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1592,2022-08-25T14:00:00.000Z,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,96.757.430-9,INRAD,CORRECTIVA PROGRAMADA,FINISHED,acorbea,Linac-201172,,NO_TICKET_REPORTED,1,1,0,0,0,1,1018265_proveedor_local,11961,1018265,Fru Z mtr brush set,MATCHED,REF_LIKE,REVIEW_REQUIRED
1593,2022-08-25T22:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,rguapache,LINAC-153038,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1594,2022-08-26T16:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,FINISHED,acorbea,Linac-109256,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1595,2022-08-26T19:17:23.677Z,FIELD_BEAT_CLIENT|61.606.500-9|ACME,61.606.500-9,ACME,CORRECTIVA PROGRAMADA,ARCHIVED,,153038,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1596,2022-08-26T20:00:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,REQUERIMIENTO DEL CLIENTE,FINISHED,acorbea,,9999,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1597,2022-08-27T13:00:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,PUESTA EN MARCHA,FINISHED,acorbea,,9999,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,1,0,0,1,,,n/a,CCTV,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1598,2022-08-29T13:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,REQUERIMIENTO DEL CLIENTE,FINISHED,aecheverria,Linac-109256,0101,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1599,2022-08-29T20:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,ON_ROUTE,rguapache,Linac-109256,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1600,2022-08-29T20:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,ASISTENCIA REMOTA,FINISHED,rguapache,Linac-109256,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1601,2022-08-30T13:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,REQUERIMIENTO DEL CLIENTE,FINISHED,aecheverria,Linac-109256,0101,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1602,2022-08-30T14:30:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA NO PROGRAMADA,FINISHED,acorbea,,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,1556292,"kit, spares, dlg brakes    cant =2",NO_MATCH,NONE,HAS_UNMATCHED_PARTS
1603,2022-08-31T12:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,rguapache,Linac-153935,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1604,2022-08-31T13:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,REQUERIMIENTO DEL CLIENTE,FINISHED,aecheverria,Linac-109256,0101,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1605,2022-08-31T17:00:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,FINISHED,acorbea,Linac-152171,9999,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1606,2022-09-01T13:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,REQUERIMIENTO DEL CLIENTE,FINISHED,aecheverria,Linac-109256,0101,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1607,2022-09-01T21:00:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,HOSPITAL CARLOS VAN BUREN (SSVSA),REQUERIMIENTO DEL CLIENTE,FINISHED,aecheverria,Linac-154325,677843,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1608,2022-09-02T13:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,81.698.900-0,UC CHRISTUS - SCA,REQUERIMIENTO DEL CLIENTE,FINISHED,aecheverria,Linac-109256,0101,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1609,2022-09-02T19:00:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,FINISHED,rcammalleri,TPS-CAS,531163,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1610,2022-09-05T19:30:00.000Z,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,96.757.430-9,INRAD,CORRECTIVA NO PROGRAMADA,FINISHED,aecheverria,Linac-201172,346827,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,0,1,0,1,,,13289,Ampolleta halógeno,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
1611,2022-09-07T23:58:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,INC-INFINITY01,777777,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,2,1,0,1,0,1,45133304800,10375,1018599|45133304800,lmd fan and bracket (cantidad =2)|electrón gun assy (cantidad 1),NO_MATCH|MATCHED,NONE|REF_EXACT,HAS_UNMATCHED_PARTS
1612,2022-09-08T21:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,FINISHED,acorbea,LINAC-153038,661775,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,1,0,0,0,0,1502613,10994,1502613,"mod kit, laser odi lamp - cant =1",MATCHED,REF_EXACT,OK
1613,2022-09-09T21:30:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,INC-INFINITY01,777777,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,2,0,0,2,0,2,,,1527044|1538489,"programmed pcb assy, router|PCB assy, DLG and DIAFRAGM drive (cantidad 2)",NO_MATCH,NONE,HAS_UNMATCHED_PARTS
1614,2022-09-09T21:00:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,96.770.100-9,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,FINISHED,acorbea,Linac-152171|Linac-151673,9999,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1615,2022-09-09T23:00:00.000Z,FIELD_BEAT_CLIENT|76.089.058-8|EYG MEDICAL SYSTEMS LTDA.,76.089.058-8,EYG MEDICAL SYSTEMS LTDA.,CORRECTIVA PROGRAMADA,FINISHED,acorbea,2286,5,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1616,2022-09-12T11:20:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,varenas,,11540,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1617,2022-09-12T22:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,acorbea,Linac-153935,9999,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,1,0,0,0,1,1018265_proveedor_local,11961,1018265,Fru Z motor brush set ( electrocraft) cant=1,MATCHED,REF_LIKE,REVIEW_REQUIRED
1618,2022-09-14T11:30:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA NO PROGRAMADA,FINISHED,rguapache,INC-INFINITY01,574768,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1619,2022-09-09T23:22:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,,SENT,rguapache,LINAC-153038,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1620,2022-09-09T11:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA NO PROGRAMADA,FINISHED,acorbea,LINAC-153038,,NO_TICKET_REPORTED,2,2,0,0,0,0,45133308530|45133165177,11007|10716,45133308530|45133165177,new fast tune magnetron - número de serie:17337594|thyratron número de serie :39631,MATCHED,REF_EXACT,OK
1621,2022-09-15T00:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,acorbea,Linac-153935,451216,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1622,2022-09-15T10:21:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),61.606.500-9,HOSPITAL CARLOS VAN BUREN (SSVSA),,FINISHED,aecheverria,Linac-154325,0101,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,1,0,0,1,,,N/A,N/A,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1623,2022-09-15T11:30:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),76.746.730-3,CLÍNICA SANATORIO ALEMÁN (ONCORAD),PREVENTIVA PROGRAMADA,FINISHED,glopez,HDR_10806,,NO_TICKET_REPORTED,1,0,1,0,0,1,,,,Fuente de Ir-192,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1624,2022-09-15T22:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,PREVENTIVA PROGRAMADA,FINISHED,acorbea,LINAC-153038,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1625,2022-09-15T22:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,PREVENTIVA PROGRAMADA,FINISHED,acorbea,LINAC-153038,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1626,2022-09-16T00:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,rguapache,Linac-153935,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,1535958,Motor de Kit Leaf Spare,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
1627,2022-09-20T18:55:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA NO PROGRAMADA,FINISHED,ccarrasquel,INC-INFINITY01,222061,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1628,2022-09-21T18:25:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA NO PROGRAMADA,FINISHED,ccarrasquel,INC-INFINITY01,697208,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1629,2022-09-21T18:00:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,FINISHED,acorbea,,166809,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1630,2022-09-22T14:34:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,,ARCHIVED,,Linac-153935,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1631,2022-09-22T12:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,81.698.900-0,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,FINISHED,rguapache,Linac-153935,312736,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,2,1,1,0,0,1,1514986,10131,1514986,Breaker CB9 Schneider D2|Assy Diaphragms and DLG PCB,PLACEHOLDER_VALUE|MATCHED,PLACEHOLDER_REJECTED|REF_EXACT,HAS_PLACEHOLDERS
1632,2022-09-21T19:00:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),76.746.730-3,CLÍNICA SANATORIO ALEMÁN (ONCORAD),CORRECTIVA NO PROGRAMADA,FINISHED,ebecker,Linac-201110,,NO_TICKET_REPORTED,1,0,0,1,0,1,,,BJ5948.071,TARJETA DCMD-3,NO_MATCH,NONE,HAS_UNMATCHED_PARTS
1633,2022-09-22T17:20:00.000Z,FIELD_BEAT_CLIENT|61.605.000-1|INSTITUTO DE SALUD PUBLICA (ISP),61.605.000-1,INSTITUTO DE SALUD PUBLICA (ISP),PREVENTIVA PROGRAMADA,FINISHED,acorbea,PANASONIC-ISP,9999,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,0,1,0,0,1,,,,"Aire comprimido
limpia contacto
wd40",PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,HAS_PLACEHOLDERS
1634,2022-09-22T23:16:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA NO PROGRAMADA,FINISHED,ccarrasquel,INC-INFINITY01,777777,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1635,2022-09-23T11:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,REQUERIMIENTO DEL CLIENTE,FINISHED,rcammalleri,APOTECA-CHEMO,,NO_TICKET_REPORTED,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1636,2022-09-23T14:00:00.000Z,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,93.930.000-7,CLÍNICA LAS CONDES,CORRECTIVA NO PROGRAMADA,FINISHED,acorbea,,639161,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
1637,2022-09-23T21:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,70377400-8,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA NO PROGRAMADA,FINISHED,acorbea,LINAC-153038,575784,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,1,1,0,0,0,0,1534958,11034,1534958,"kit, spares, leaf motor cantidad = 1",MATCHED,REF_EXACT,OK
1638,2022-09-24T00:04:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),61.608.404-6,Instituto Nacional del Cáncer (INC),CORRECTIVA NO PROGRAMADA,FINISHED,ccarrasquel,INC-INFINITY01,777777,LINKED_TO_MISSING_OR_RESTRICTED_ZENDESK,0,0,0,0,0,0,,,,,,,NO_USED_PARTS
